plant_index,term_raw,term_light
565,syphilis,syphilis
565,ulcers and dysentery.,ulcers and dysentery
566,Ascites,ascites
566,dropsy and anasarca,dropsy and anasarca
566,fever,fever
566,inflammation,inflammation
566,leucoderma,leucoderma
566,bronchitis,bronchitis
566,biliousness and scene disease.,biliousness and scene disease
567,Bowel,bowel
567,cooling,cooling
567,sore throat and diarrhoea.,sore throat and diarrhoea
568,Worms,worms
568,influenza,influenza
568,cough,cough
568,diarrhea and jaundice.,diarrhea and jaundice
569,Pain,pain
570,Convulsion and liver complaints.,convulsion and liver complaints
571,Griping,griping
571,inflammations,inflammations
571,bronchitis,bronchitis
571,pills,pills
571,menorrhagia,menorrhagia
571,fever,fever
571,piles,piles
571,ulcers,ulcers
571,eczema,eczema
571,dysuria,dysuria
571,diarrhoea and dysentery,diarrhoea and dysentery
571,rheumatism and dysentery.,rheumatism and dysentery
573,Rheumatism,rheumatism
573,dysentery and diarrhoea.,dysentery and diarrhoea
575,Gout,gout
575,dysuria,dysuria
575,jaundice,jaundice
575,menorrhagia,menorrhagia
575,rheumatism and tumours.,rheumatism and tumours
576,Pain.,pain
577,Hysteria,hysteria
577,diarrhoea,diarrhoea
578,Biliousness,biliousness
578,thirst,thirst
578,burning sensations,burning sensations
578,erysipelas,erysipelas
578,elephantiasis,elephantiasis
578,cold,cold
578,fever and rheumatism.,fever and rheumatism
579,Phthisis,phthisis
579,fever,fever
579,dyspepsia,dyspepsia
579,skin diseases,skin diseases
579,cough,cough
579,poulticing swellings,poulticing swellings
579,bowels,bowels
579,typhoid,typhoid
579,jaundice,jaundice
579,dysentery.,dysentery
580,Rubefacient.,rubefacient
581,Rheumatism,rheumatism
581,burns,burns
581,scalds and sudorific.,scalds and sudorific
582,Ulcers,ulcers
582,ringworms,ringworms
582,gonorrhoea,gonorrhoea
582,gleet and rheumatism.,gleet and rheumatism
583,Gonorrhoea.,gonorrhoea
584,Rheumatism and gonorrhoea.,rheumatism and gonorrhoea
585,Diarrhoea,diarrhoea
586,Boils,boils
586,pain,pain
586,fever,fever
586,dysuria,dysuria
586,gravel,gravel
586,neuralgia,neuralgia
586,pleurisy,pleurisy
586,pneumonia,pneumonia
586,menorrhagia,menorrhagia
586,flooding and diarrhea.,flooding and diarrhea
587,Wounds,wounds
587,ulcers,ulcers
587,diarrhoea,diarrhoea
587,sore throat,sore throat
587,diarrhoea,diarrhoea
587,dysentery,dysentery
587,coughs,coughs
587,dyspnoea and fever.,dyspnoea and fever
588,Swelling,swelling
588,rheumatism,rheumatism
588,dropsy,dropsy
588,anasarca and pain.,anasarca and pain
589,Whitlow,whitlow
589,sores and boils.,sores and boils
590,Jaundice.,jaundice
591,Bowels,bowels
591,syphilis,syphilis
591,piles,piles
591,dysentery,dysentery
591,diarrhoea,diarrhoea
591,ulcers,ulcers
591,bronchitis,bronchitis
591,asthma,asthma
591,dyspepsia,dyspepsia
591,urinary discharges and leucoderma and vasicatories.,urinary discharges and leucoderma and vasicatories
592,Heart disease,heart disease
592,jaundice and mumps.,jaundice and mumps
593,Constipation,constipation
593,leprosy,leprosy
593,piles,piles
593,fever,fever
593,gonorrhea,gonorrhea
593,rash and itch.,rash and itch
594,Fever,fever
594,dried arils,dried arils
594,tonic and stimulant.,tonic and stimulant
595,Tuberculosis,tuberculosis
595,fistula,fistula
595,sores,sores
595,carbuncle,carbuncle
595,neuralgia,neuralgia
595,pleurisy,pleurisy
595,pneumonia,pneumonia
595,diarrhea and dysentery.,diarrhea and dysentery
596,Diarrhoea,diarrhoea
596,dysentery,dysentery
596,fever and cough.,fever and cough
598,Eye diseases,eye diseases
598,sores,sores
598,whitlow,whitlow
598,spleen complaints,spleen complaints
598,stomach trouble,stomach trouble
598,colic,colic
598,diarrhoea,diarrhoea
598,menorrhagia,menorrhagia
598,pain,pain
598,diarrhoea,diarrhoea
598,dysentery convulsion,dysentery convulsion
598,wounds and abscesses.,wounds and abscesses
599,Deobstruent,deobstruent
599,emmenagogue,emmenagogue
599,stomachic and aperient.,stomachic and aperient
600,Haemorrhage,haemorrhage
600,diarrhoea,diarrhoea
600,poisoning,poisoning
600,eye diseases and biliousness.,eye diseases and biliousness
601,Coughs.,coughs
602,Bowel,bowel
602,typhoid,typhoid
602,fever,fever
602,piles,piles
602,asthma,asthma
602,bronchitis,bronchitis
602,dysentery,dysentery
602,diarrhoea,diarrhoea
602,biliousness and cough.,biliousness and cough
603,Rheumatism and dysmenorrhoea.,rheumatism and dysmenorrhoea
604,Pain and sore throat.,pain and sore throat
605,Ulcers,ulcers
605,worms,worms
605,pains,pains
605,whitlow,whitlow
605,bronchitis,bronchitis
605,cough,cough
605,leprous sores,leprous sores
605,skin diseases,skin diseases
605,rheumatism,rheumatism
605,scabies,scabies
605,herpes,herpes
605,leucoderma,leucoderma
605,cutaneous diseases,cutaneous diseases
605,piles and fever.,piles and fever
607,Wounds,wounds
607,consumption,consumption
607,asthma and mania.,asthma and mania
608,Cooling,cooling
608,tonic and astringent.,tonic and astringent
609,Bowels,bowels
609,piles,piles
609,burning sensation,burning sensation
609,biliousness,biliousness
609,tumours,tumours
609,asthma,asthma
609,hiccup,hiccup
609,bronchitis,bronchitis
609,urinary complaints,urinary complaints
609,leprosy,leprosy
609,tumour,tumour
609,jaundice,jaundice
609,inflammation,inflammation
609,tonic,tonic
609,aphrodisiac,aphrodisiac
609,dropsy,dropsy
609,diarrhoea,diarrhoea
609,menstrual diseases,menstrual diseases
609,kindney disease and jaundice.,kindney disease and jaundice
610,Earache,earache
610,asthma,asthma
610,piles,piles
610,insanity,insanity
610,fever,fever
610,diarrhea and skin diseases.,diarrhea and skin diseases
611,Aphthae,aphthae
611,sore throat,sore throat
611,gonorrhea and gastritis.,gonorrhea and gastritis
612,Gonorrhoea and aphthae,gonorrhoea and aphthae
614,Astringent,astringent
614,haemostatic,haemostatic
614,haemorrhages,haemorrhages
614,epistaxis,epistaxis
614,menorrhagia,menorrhagia
614,piles,piles
614,gonorrhea,gonorrhea
614,dysentery,dysentery
614,alterative,alterative
614,anthelmintic,anthelmintic
614,leprosy,leprosy
614,boils,boils
614,eruptions,eruptions
614,scabies,scabies
614,scalding urine,scalding urine
614,syphilis,syphilis
614,and to allay vomiting.,and to allay vomiting
615,Tonic,tonic
615,stomachic,stomachic
615,stimulant,stimulant
615,dyspepsia,dyspepsia
615,diarrhoea,diarrhoea
615,leprosy,leprosy
615,obesity and worms.,obesity and worms
616,Rheumatism and dyspepsia.,rheumatism and dyspepsia
617,Pain and  ulcer.,pain and ulcer
618,Carminative,carminative
618,emmenagogue,emmenagogue
618,appetizer cooling,appetizer cooling
618,cordial,cordial
618,stomachic,stomachic
618,astringent,astringent
618,desicant,desicant
618,galactagogue,galactagogue
618,diaphoretic,diaphoretic
618,diuretic,diuretic
618,biliousness,biliousness
618,fever,fever
618,dysentery,dysentery
618,diarrhoea,diarrhoea
618,thirst,thirst
618,burning sensation,burning sensation
618,fatigue,fatigue
618,urinary discharges,urinary discharges
618,menorrhagia,menorrhagia
618,stuttering,stuttering
618,oedema,oedema
619,Astringent,astringent
619,digestive,digestive
619,tonic,tonic
619,stimulant,stimulant
619,stomachic,stomachic
619,diuretic,diuretic
619,carminative,carminative
619,diaphoretic,diaphoretic
619,emmenagogue,emmenagogue
619,vermifuge,vermifuge
619,fever,fever
619,diarrhoea,diarrhoea
619,dyspepsia,dyspepsia
619,dysentery,dysentery
619,vomiting,vomiting
619,cholera,cholera
619,wounds and sores.,wounds and sores
620,Tonic,tonic
620,stimulant,stimulant
620,stomachic and astringent.,stomachic and astringent
621,Tonic,tonic
621,stimulant and acnes.,stimulant and acnes
622,Purgative,purgative
622,scabies,scabies
622,leprosy and cutaneous diseases.,leprosy and cutaneous diseases
623,Piles,piles
623,leucorrhoea,leucorrhoea
623,toothache,toothache
623,eczema,eczema
623,stomatitis,stomatitis
623,epistaxis,epistaxis
623,bruises,bruises
623,hiccup,hiccup
623,demulcent,demulcent
623,astringent,astringent
623,diuretic,diuretic
623,dropsy,dropsy
623,hysteria,hysteria
623,epilepsy,epilepsy
623,insanity,insanity
623,chronic diarrhoea,chronic diarrhoea
623,dysentery ND ophthalmia.,dysentery nd ophthalmia
624,Carminative,carminative
624,antiseptic,antiseptic
624,stomachic,stomachic
624,laxative,laxative
624,appetizer,appetizer
624,anthelmintic,anthelmintic
624,bronchitis,bronchitis
624,leprosy,leprosy
624,cholera,cholera
624,flatulence,flatulence
624,bowel,bowel
624,rheumatism,rheumatism
624,neuralgia,neuralgia
624,sprains,sprains
624,fever,fever
624,cold,cold
624,headache,headache
624,sore gums and elephantiasis.,sore gums and elephantiasis
626,Alterative,alterative
626,astringent,astringent
626,expectorant,expectorant
626,carminative,carminative
626,tonic,tonic
626,purgative,purgative
626,diuretic,diuretic
626,anthelmintic,anthelmintic
626,jaundice,jaundice
626,flatulence,flatulence
626,fever,fever
626,cough,cough
626,depurative,depurative
626,sedative,sedative
626,emmenagogue,emmenagogue
626,diuretic,diuretic
626,carminative,carminative
626,tonic,tonic
626,diaphoretic,diaphoretic
626,demulcent,demulcent
626,fever,fever
626,griping,griping
626,hiccup,hiccup
626,stomachaches,stomachaches
627,Pain.,pain
628,Stimulant,stimulant
628,carminative,carminative
628,stomachic,stomachic
628,expectorant,expectorant
628,demulcent,demulcent
628,diuretic,diuretic
628,rubefacient,rubefacient
628,cooling,cooling
628,purgatives,purgatives
628,bruises,bruises
628,sprains,sprains
628,diarrhoea,diarrhoea
628,cough,cough
628,fever,fever
628,bronchitis,bronchitis
628,leucorrhoeal and gonorrhea.,leucorrhoeal and gonorrhea
629,Laxative,laxative
629,carminative,carminative
629,diuretic,diuretic
629,stimulant,stimulant
629,vulnerary,vulnerary
629,tonic,tonic
629,alexiteric,alexiteric
629,emollient,emollient
629,scabies,scabies
629,itches,itches
629,boils,boils
629,abscess,abscess
629,eczema,eczema
629,leucoderma,leucoderma
629,eye diseases,eye diseases
629,pains,pains
629,bruises and sprains,bruises and sprains
629,cough,cough
629,cold,cold
629,fever,fever
629,inflammations,inflammations
629,ozoena,ozoena
629,biliousness,biliousness
629,dyspepsia,dyspepsia
629,jaundice,jaundice
630,Diarrhoea,diarrhoea
630,dysentery,dysentery
630,pain,pain
630,fever and tonsil.,fever and tonsil
631,Tonic,tonic
631,carminative,carminative
631,appetizer,appetizer
631,anthelmintic,anthelmintic
631,bruises,bruises
631,sprains and small-pox.,sprains and small-pox
632,Cooling,cooling
632,oleagenous,oleagenous
632,tonic,tonic
632,aphrodisiac,aphrodisiac
632,biliousness,biliousness
632,leprosy,leprosy
632,dyspepsia,dyspepsia
632,bronchitis,bronchitis
632,asthma,asthma
632,fever,fever
632,thirst,thirst
632,jaundice,jaundice
632,stones in the kidney and bladder.,stones in the kidney and bladder
633,Cooling,cooling
633,appetizer,appetizer
633,stomachic,stomachic
633,carminative,carminative
633,antipyretic,antipyretic
633,aphrodisiac,aphrodisiac
633,laxative,laxative
633,biliousness,biliousness
633,bronchitis,bronchitis
633,asthma,asthma
633,hiccup,hiccup
633,skin diseases,skin diseases
633,diuretic,diuretic
633,maturant,maturant
633,emollient,emollient
633,expectorant,expectorant
633,astringent,astringent
633,diarrhoea,diarrhoea
633,gleet,gleet
633,lumbago and stomatitis.,lumbago and stomatitis
634,Tuberous roots are bitter,tuberous roots are bitter
634,aromatic,aromatic
634,tonic,tonic
634,alterative,alterative
634,appetizer,appetizer
634,demulcent,demulcent
634,diuretic,diuretic
634,and restorative,and restorative
634,useful in bronchitis,useful in bronchitis
634,ophthalmia,ophthalmia
634,indigestion,indigestion
634,lumbago,lumbago
634,dyspnoea,dyspnoea
634,gonorrhoea,gonorrhoea
634,gleet,gleet
634,dysuria,dysuria
634,menorrhagia,menorrhagia
634,leucorrhoea,leucorrhoea
634,piles,piles
634,asthma,asthma
634,jaundice,jaundice
634,diarr,diarr
635,Stomachic,stomachic
635,carminative,carminative
635,digestive,digestive
635,tonic,tonic
635,uterine stimulant,uterine stimulant
635,antipyretic,antipyretic
635,stimulant,stimulant
635,cooling,cooling
635,astringent,astringent
635,bowels,bowels
635,diarrhea,diarrhea
635,dysentery,dysentery
635,sore throat,sore throat
635,gonorrhoea,gonorrhoea
635,relieves hiccup,relieves hiccup
635,inflammations.,inflammations
636,Laxative,laxative
636,tonic,tonic
636,aphrodisiac,aphrodisiac
636,diuretic,diuretic
636,stomachic,stomachic
636,anthelmintic,anthelmintic
636,leucoderma,leucoderma
636,leprosy,leprosy
636,psoriasis,psoriasis
636,skin disease and diarrhoea.,skin disease and diarrhoea
637,Diuretic,diuretic
637,tonic,tonic
637,sedative,sedative
637,emollient,emollient
637,refrigerant,refrigerant
637,allays thirst,allays thirst
637,inflammations,inflammations
637,boils,boils
637,migraine and neuralgia,migraine and neuralgia
637,anthelmintic,anthelmintic
637,diuretic,diuretic
637,tonic and tapeworm.,tonic and tapeworm
638,Demulcent,demulcent
638,Cooling,cooling
638,cooling,cooling
638,tonic,tonic
638,diuretic and anthelmintic.,diuretic and anthelmintic
639,Diuretic,diuretic
639,eczema,eczema
639,cooling,cooling
639,fattening,fattening
639,tonic,tonic
639,laxative,laxative
639,aphrodisiac,aphrodisiac
639,diuretic,diuretic
639,biliousness,biliousness
639,insanity,insanity
639,ascites,ascites
639,allays fatigue,allays fatigue
639,lachrymatory,lachrymatory
639,diuretic,diuretic
639,cooling,cooling
639,tonic,tonic
639,nutritive,nutritive
639,ophthalmia,ophthalmia
639,liver disease,liver disease
639,kidney disease,kidney disease
639,bronchitis and fever.,bronchitis and fever
640,Sores,sores
640,ascites,ascites
640,dropsy,dropsy
640,cholera,cholera
640,dysentery,dysentery
640,tonic,tonic
640,rheumatism and pain.,rheumatism and pain
641,Vomiting,vomiting
641,cough,cough
641,fever,fever
641,tonic and antiperiodic.,tonic and antiperiodic
642,Purgative,purgative
642,hydragogue,hydragogue
642,cathartic,cathartic
642,vesicant,vesicant
642,inflammation,inflammation
642,pustular eruption,pustular eruption
642,asthma and diaphoretic.,asthma and diaphoretic
643,Alterative,alterative
643,purgative,purgative
643,cholagogue,cholagogue
643,fever,fever
643,sprains,sprains
643,bruises,bruises
643,rheumatic,rheumatic
643,hepatitis,hepatitis
643,diarrhea,diarrhea
643,dysentery,dysentery
643,purgative,purgative
643,spleen trouble,spleen trouble
643,madness,madness
643,epilepsy,epilepsy
643,convulsion,convulsion
643,scabies,scabies
643,venereal sores,venereal sores
643,syphilis,syphilis
643,ulcers,ulcers
643,hydrocele,hydrocele
643,cholera,cholera
643,neuralgia and pneumonia.,neuralgia and pneumonia
644,Sprains,sprains
644,liver diseases and malaria.,liver diseases and malaria
645,Cough,cough
645,eczema and ringworm.,eczema and ringworm
646,Expectorant,expectorant
646,emetic,emetic
646,biliousness,biliousness
646,dyspepsia,dyspepsia
646,fever,fever
646,throat,throat
646,mouth disease,mouth disease
646,scabie,scabie
646,impetigo and scene disease.,impetigo and scene disease
647,Scabies and impetigo.,scabies and impetigo
648,Scabies and impetigo.,scabies and impetigo
649,diarrhoea.,diarrhoea
650,Stomachache and indigestion.,stomachache and indigestion
651,Refrigerant,refrigerant
651,demulcent,demulcent
651,emetic,emetic
651,purgative,purgative
651,emmenagogue,emmenagogue
651,abortifacient,abortifacient
651,fever,fever
651,skin disease and colic.,skin disease and colic
652,Pain,pain
652,convulsions,convulsions
652,wounds,wounds
652,venereal sores,venereal sores
652,syphilis,syphilis
652,carbuncle,carbuncle
652,haematuria,haematuria
652,cholera,cholera
652,dysentery and spider-lick.,dysentery and spider-lick
653,Purgative,purgative
654,Boils and abscesses.,boils and abscesses
656,Emollient,emollient
656,emetic,emetic
656,nausant and diaphoretic,nausant and diaphoretic
657,Emetic,emetic
657,diaphoretic,diaphoretic
657,purgative,purgative
657,impecacuanha,impecacuanha
657,expectorant,expectorant
657,earache,earache
657,tonic,tonic
657,laxative,laxative
657,carminative,carminative
657,antipyretic,antipyretic
657,anthelmintic,anthelmintic
657,expectorant,expectorant
657,biliousness,biliousness
657,strangury,strangury
657,bronchitis,bronchitis
657,lumbago,lumbago
657,anuria,anuria
657,urinary discharge,urinary discharge
657,rheumatism,rheumatism
657,purgative,purgative
657,diuretic,diuretic
657,emmenagogue,emmenagogue
658,Stomachic,stomachic
658,tonic,tonic
658,rubefacient,rubefacient
658,febrifuge,febrifuge
658,rheumatism,rheumatism
658,astringent,astringent
658,cholagogue,cholagogue
658,laxative,laxative
658,lithontriptic,lithontriptic
658,anthelmintic,anthelmintic
658,expectorant,expectorant
658,demulcent,demulcent
658,stomachic,stomachic
658,laxative,laxative
658,fever,fever
658,vomiting,vomiting
658,kidney and bladder stones.,kidney and bladder stones
659,Headache,headache
659,stomachic and stomach disorders.,stomachic and stomach disorders
660,Astringent,astringent
660,stimulant,stimulant
660,aphrodisiac,aphrodisiac
660,fever,fever
660,cough,cough
660,dyspepsia,dyspepsia
660,worm,worm
660,skin disease,skin disease
660,menstrual disorder,menstrual disorder
660,urinary inflammations,urinary inflammations
660,dysentery,dysentery
660,earache and skin diseases.,earache and skin diseases
661,Stimulant,stimulant
661,carminative,carminative
661,digestive,digestive
661,stomachic,stomachic
661,diuretic,diuretic
661,antipyretic,antipyretic
661,laxative,laxative
661,anthelmintic,anthelmintic
661,refrigerant,refrigerant
661,tonic,tonic
661,aphrodisiac,aphrodisiac
661,improves appetite,improves appetite
661,anti-inflammatory,anti-inflammatory
661,antirheumatic,antirheumatic
661,antiscorbutic,antiscorbutic
661,hypnotic and analgesic,hypnotic and analgesic
661,hiccup,hiccup
661,suppuration,suppuration
661,piles,piles
661,inflammat,inflammat
662,Cough,cough
662,cold and chest diseases.,cold and chest diseases
663,Alterative,alterative
663,alexiteric,alexiteric
663,demulcent,demulcent
663,tonic,tonic
663,diuretic,diuretic
663,bowel,bowel
663,fever,fever
663,dysentery,dysentery
663,pain,pain
663,ascites,ascites
663,piles,piles
663,demulcent,demulcent
663,tonic,tonic
663,diuretic,diuretic
663,febrifuge,febrifuge
663,gonorrhoea,gonorrhoea
663,cystitis,cystitis
663,dysuria,dysuria
663,purgative and cardiac.,purgative and cardiac
664,Tonic,tonic
664,anthelmintic,anthelmintic
664,bowels,bowels
664,restorative,restorative
664,ulcers,ulcers
664,tumour,tumour
664,ascites,ascites
664,piles,piles
664,dysentery,dysentery
664,cooling,cooling
664,laxative,laxative
664,stimulant,stimulant
664,tonic,tonic
664,aphrodisiac,aphrodisiac
664,alexipharmac,alexipharmac
664,cures tumour,cures tumour
664,pain,pain
664,stomach troubles,stomach troubles
664,scabies and skin diseases.,scabies and skin diseases
665,Demulcent,demulcent
665,stomachic,stomachic
665,tonic,tonic
665,laxative,laxative
665,carminative,carminative
665,refrigerant,refrigerant
665,diuretic,diuretic
665,dysentery,dysentery
665,atonic dyspepsia,atonic dyspepsia
665,liver disorders,liver disorders
665,fever,fever
665,cystitis,cystitis
665,gonorrhoea,gonorrhoea
665,dysuria,dysuria
665,worms,worms
665,hepatic,hepatic
665,colic,colic
665,gastric catarrh,gastric catarrh
665,diarrhea,diarrhea
665,purgative,purgative
665,acute and chronic cardiac insuffici,acute and chronic cardiac insuffici
666,Laxative,laxative
666,stomachic,stomachic
666,aphrodisiac,aphrodisiac
666,alterative,alterative
666,tonic,tonic
666,anthelmintic,anthelmintic
666,maturant,maturant
666,resolvent,resolvent
666,expectorant,expectorant
666,carminative,carminative
666,rheumatism,rheumatism
666,lung complaints,lung complaints
666,asthma,asthma
666,dyspepsia,dyspepsia
666,piles,piles
666,skin diseases,skin diseases
666,ascites,ascites
666,nervous diseases,nervous diseases
666,urinary concretions,urinary concretions
666,leucoderma,leucoderma
666,tumours,tumours
666,sc,sc
667,Sore,sore
668,Refrigerant,refrigerant
668,laxative,laxative
668,strangury,strangury
668,costiveness,costiveness
668,vertigo,vertigo
668,fevers,fevers
668,bilious affections and  dysentery.,bilious affections and dysentery
669,Emetic,emetic
669,laxative,laxative
669,sores,sores
669,swellings,swellings
669,itches,itches
669,boils,boils
669,leucorrhoea,leucorrhoea
669,cold,cold
669,ulcer and gonorrhoea.,ulcer and gonorrhoea
670,Demulcent,demulcent
670,refrigerant,refrigerant
670,laxative,laxative
670,emollient,emollient
670,leprosy,leprosy
670,suppurativa,suppurativa
670,sores and snake-bite.,sores and snake-bite
671,Styptic,styptic
671,stimulant,stimulant
671,rubefacient,rubefacient
671,tumours,tumours
671,ulcerated polyp,ulcerated polyp
671,cancer,cancer
671,laxative,laxative
671,piles and portal system and alopecia.,piles and portal system and alopecia
672,Cataract.,cataract
673,Antispasmodic,antispasmodic
673,antilithic,antilithic
673,cathartic,cathartic
673,carminative,carminative
673,stimulant,stimulant
673,stomachic,stomachic
673,urinary diseases,urinary diseases
673,vaginal discharges,vaginal discharges
673,strangury,strangury
673,calculus,calculus
673,gonorrhoea,gonorrhoea
673,piles,piles
673,dyspepsia,dyspepsia
673,colic,colic
673,pain,pain
673,asthma,asthma
673,chronic cough,chronic cough
673,chronic bronchitis,chronic bronchitis
673,epilepsy and convulsions.,epilepsy and convulsions
674,Diuretic,diuretic
674,laxative,laxative
674,tumour,tumour
674,cancers,cancers
674,fever,fever
674,small-pox,small-pox
674,dysentery,dysentery
674,anthrax,anthrax
674,strangury,strangury
674,tonic and diuretic.,tonic and diuretic
675,Refrigerant,refrigerant
675,nutrient,nutrient
675,aperient,aperient
675,diuretic,diuretic
675,oleagenous,oleagenous
675,aphrodisiac,aphrodisiac
675,laxative,laxative
675,anthelmintic,anthelmintic
675,bronchitis,bronchitis
675,refrigerant,refrigerant
675,demulcent,demulcent
675,diarrhea,diarrhea
675,dysentery,dysentery
675,fever,fever
675,urinary disorders,urinary disorders
675,stomachic,stomachic
675,anthelmintic,anthelmintic
675,pain,pain
675,piles,piles
675,scabies,scabies
675,nourishing,nourishing
675,cooling,cooling
675,diuretic,diuretic
675,ca,ca
676,Cooling,cooling
676,soothing,soothing
676,prurigo,prurigo
676,eczema,eczema
676,impetigo,impetigo
676,gonorrhea,gonorrhea
676,alterative,alterative
676,laxative,laxative
676,demulcent,demulcent
676,rheumatism,rheumatism
676,diseases,diseases
676,dyspepsia and stomachache.,dyspepsia and stomachache
677,Diabetes,diabetes
677,anorexia,anorexia
677,epilepsy,epilepsy
677,asthma,asthma
677,fever,fever
677,dropsy,dropsy
677,catarrh,catarrh
677,gonorrhea,gonorrhea
677,skin disease and  hypertension.,skin disease and hypertension
678,Cooling,cooling
678,laxative,laxative
678,diuretic,diuretic
678,alexiteric,alexiteric
678,anthelmintic,anthelmintic
678,tonic,tonic
678,ulcers,ulcers
678,tuberculous glands,tuberculous glands
678,elephantiasis,elephantiasis
678,headache,headache
678,leucoderma,leucoderma
678,burning sensation,burning sensation
678,pains,pains
678,biliousness,biliousness
678,inflammations and ulcers,inflammations and ulcers
678,aphrodisiac,aphrodisiac
678,dysentery,dysentery
678,bronchitis,bronchitis
678,asthma,asthma
678,consumption,consumption
678,ascite,ascite
679,Fever,fever
680,Tonic,tonic
680,antipyretic,antipyretic
680,anthelmintic,anthelmintic
680,asthma,asthma
680,tumours,tumours
680,skin diseases,skin diseases
680,antiperiodic,antiperiodic
680,laxative,laxative
680,cholagogue,cholagogue
680,cough,cough
680,jaundice,jaundice
680,scabies and pain.,scabies and pain
681,Fever,fever
681,quinine,quinine
681,chiretta,chiretta
681,scrofulous,scrofulous
681,venereal,venereal
681,mania,mania
681,itches,itches
681,laxative and rheumatic affections,laxative and rheumatic affections
682,Fever,fever
682,atrophy,atrophy
682,consumption,consumption
682,cough,cough
682,bronchitis,bronchitis
682,blindness,blindness
682,vermifuge,vermifuge
682,tonic,tonic
682,herpetic eruption and pemphigus,herpetic eruption and pemphigus
682,rheumatism,rheumatism
682,asthma,asthma
682,cough,cough
682,scrofulous and asthma.,scrofulous and asthma
683,Cooling,cooling
683,stomachic,stomachic
683,laxative,laxative
683,diuretic,diuretic
683,anthelmintic,anthelmintic
683,skin diseases,skin diseases
683,itching,itching
683,ulcers,ulcers
683,leprosy,leprosy
683,fever,fever
683,vesicant,vesicant
683,pus,pus
683,fever,fever
683,paratyphoid,paratyphoid
683,dysentery,dysentery
683,bronchitis,bronchitis
683,gonorrhea,gonorrhea
683,sudorific,sudorific
683,earache,earache
683,diarrhea,diarrhea
683,carminative,carminative
683,anthelmintic,anthelmintic
683,antiseptic,antiseptic
683,rubefacient,rubefacient
683,va,va
684,Antiscorbutic,antiscorbutic
684,diaphoretic,diaphoretic
684,stomachic,stomachic
684,mild febrifuge,mild febrifuge
684,ascites,ascites
684,tumours,tumours
684,ulcers,ulcers
684,pain,pain
684,earache,earache
684,spleen enlargement,spleen enlargement
684,fever,fever
684,rubefacient,rubefacient
684,vesicant,vesicant
684,rheumatism,rheumatism
684,neuralgia,neuralgia
684,headache,headache
684,stiff neck,stiff neck
684,otalgia,otalgia
684,earache,earache
684,headache,headache
684,anthelmintic,anthelmintic
684,rubefacient and cough.,rubefacient and cough
685,Dysentery.,dysentery
686,Diuretic,diuretic
686,digestive,digestive
686,tonic,tonic
686,astringent,astringent
686,colic,colic
686,pain and fever.,pain and fever
687,Nutritive,nutritive
687,cardiotonic,cardiotonic
687,refrigerant,refrigerant
687,influenza,influenza
687,cough,cough
687,catarrh,catarrh
687,asthma,asthma
687,anthelmintic,anthelmintic
687,vomiting,vomiting
687,griping of abdomen,griping of abdomen
687,diarrhoea epilepsy,diarrhoea epilepsy
687,chorea and cough.,chorea and cough
688,Skin disease,skin disease
688,nausea,nausea
688,stomachic,stomachic
688,antiscorbutic,antiscorbutic
688,refrigerant,refrigerant
688,antiseptic,antiseptic
688,anthelmintic,anthelmintic
688,biliousness,biliousness
688,sore throat,sore throat
688,eye complaints,eye complaints
688,relieves vomiting,relieves vomiting
688,indigestion,indigestion
688,fever and filariasis.,fever and filariasis
689,Cooling,cooling
689,laxative,laxative
689,expectorant,expectorant
689,diuretic,diuretic
689,stomachic,stomachic
689,refreshing,refreshing
689,hepatic congestion,hepatic congestion
689,cooling,cooling
689,demulcent,demulcent
689,diuretic,diuretic
689,vermifuge,vermifuge
689,nutritive and aphrodisiac.,nutritive and aphrodisiac
690,Sloughing,sloughing
690,foetid ulcerations and boils.,foetid ulcerations and boils
691,Boils.,boils
692,Laxative,laxative
692,stomachic,stomachic
692,tonic,tonic
692,analgesic,analgesic
692,piles,piles
692,tumours,tumours
692,otorrhoea,otorrhoea
692,epistaxis,epistaxis
692,scurvy,scurvy
692,asthma,asthma
692,stomachic and dyspepsia.,stomachic and dyspepsia
693,Jaundice.,jaundice
694,Hysteria and dysentery.,hysteria and dysentery
695,Spermatorrhoea.,spermatorrhoea
696,Astringent,astringent
696,piles,piles
696,nose bleeding,nose bleeding
696,lactation,lactation
696,diarrhoea,diarrhoea
696,rheumatic pains,rheumatic pains
696,ulcers,ulcers
696,elephantiasis,elephantiasis
696,colic,colic
696,fever and tapeworm.,fever and tapeworm
697,Cooling,cooling
697,laxative,laxative
697,diuretic,diuretic
697,piles,piles
697,inflammations,inflammations
697,rheumatism,rheumatism
697,leprosy,leprosy
697,anasarca,anasarca
697,jaundice,jaundice
697,aphthae,aphthae
697,astringent,astringent
697,diarrhoea and stomachache.,diarrhoea and stomachache
698,Cooling,cooling
698,purgative,purgative
698,alterative,alterative
698,fattening,fattening
698,tonic,tonic
698,aphrodisiac,aphrodisiac
698,anthelmintic,anthelmintic
698,emmenagogue,emmenagogue
698,alexiteric,alexiteric
698,carminative,carminative
698,burns,burns
698,sprains,sprains
698,jaundice,jaundice
698,asthma,asthma
698,leucorrhoea,leucorrhoea
698,piles,piles
698,rectal fissures,rectal fissures
698,menstrual suppressions,menstrual suppressions
698,sexual ejaculation,sexual ejaculation
698,inflammation and chronic ulce,inflammation and chronic ulce
699,Stomachic,stomachic
