plant_index,term_raw,term_light
299,blenorrhagia,blenorrhagia
299,diarrhoea,diarrhoea
299,piles,piles
299,rubefacient,rubefacient
299,purgative,purgative
299,rheumatism,rheumatism
299,itch,itch
299,toothache and swelling.,toothache and swelling
300,Rubefacient,rubefacient
300,vesicant,vesicant
300,ecbolic,ecbolic
300,sudorific,sudorific
300,astringent,astringent
300,diuretic expectorant,diuretic expectorant
300,stomachic,stomachic
300,abortifacient,abortifacient
300,piles,piles
300,bronchitis,bronchitis
300,dyspepsia,dyspepsia
300,rheumatism,rheumatism
300,anasarca,anasarca
300,leprosy,leprosy
300,ringworm,ringworm
300,scabies,scabies
300,skin diseases,skin diseases
300,sudorific,sudorific
300,antipyretic,antipyretic
300,scabies,scabies
300,ulcers,ulcers
300,jaundice a,jaundice a
301,Abortifacient,abortifacient
301,hepatitis,hepatitis
301,dyspepsia,dyspepsia
301,flatulence,flatulence
301,piles,piles
301,leucoderma,leucoderma
301,leprosy,leprosy
301,anasarca,anasarca
301,rheumatism,rheumatism
301,paralytic affections,paralytic affections
301,enlarged glands,enlarged glands
301,ophthalmia,ophthalmia
301,scabies,scabies
301,pills,pills
301,jaundice and dysentery.,jaundice and dysentery
302,Febrifuge,febrifuge
302,edema and arthritis.,edema and arthritis
303,Pain,pain
304,Refrigerant,refrigerant
304,appetizer,appetizer
304,fattening,fattening
304,laxative,laxative
304,bile,bile
304,phlegm,phlegm
304,skin disease,skin disease
304,emollient,emollient
304,resolvent and cataplasm.,resolvent and cataplasm
305,Cooling,cooling
305,demulcent,demulcent
305,dysuria,dysuria
305,boils,boils
305,skin diseases,skin diseases
305,eye and ear diseases,eye and ear diseases
305,antiseptic,antiseptic
305,antitubercular,antitubercular
305,antidysenteric,antidysenteric
305,anthelmintic,anthelmintic
305,eczema,eczema
305,leprosy,leprosy
305,piles,piles
305,ulcers,ulcers
305,syphilis,syphilis
305,cough,cough
305,asthma and diuretic.,asthma and diuretic
306,Pain,pain
306,stimulant,stimulant
306,carminative,carminative
306,anthelmintic,anthelmintic
306,cough,cough
306,cold,cold
306,asthma,asthma
306,bronchitis,bronchitis
306,fever,fever
306,piles,piles
306,hemorrhoidal affections and alexiteric.,hemorrhoidal affections and alexiteric
307,Carminative,carminative
307,antiperiodic,antiperiodic
307,rubefacient,rubefacient
307,stimulant,stimulant
307,aphrodisiac,aphrodisiac
307,cough,cough
307,cold,cold
307,cholera,cholera
307,fevers,fevers
307,dyspepsia,dyspepsia
307,constipation,constipation
307,piles,piles
307,colic,colic
307,gastric,gastric
307,ascites,ascites
307,anaemia,anaemia
307,worms,worms
307,asthma,asthma
307,sore throats,sore throats
307,toothache and skin diseases.,toothache and skin diseases
308,Carminative,carminative
308,stimulant,stimulant
308,diuretic,diuretic
308,digestive,digestive
308,expectorant,expectorant
308,tonic,tonic
308,dyspepsia,dyspepsia
308,coughs,coughs
308,colds,colds
308,malaise,malaise
308,fever,fever
308,pain,pain
308,stomachic,stomachic
308,carminative,carminative
308,anthelmintic,anthelmintic
308,bronchitis,bronchitis
308,headache,headache
308,sleeplessness,sleeplessness
308,bronchitis and cough.,bronchitis and cough
309,Carminative,carminative
309,stomachic,stomachic
309,tonic,tonic
309,laxative,laxative
309,stimulant,stimulant
309,astringent,astringent
309,antiseptic,antiseptic
309,indigestion,indigestion
309,colic,colic
309,diarrhoea,diarrhoea
309,pulmonary catarrh,pulmonary catarrh
309,laryngitis,laryngitis
309,headache and cough.,headache and cough
310,Febrifuge.,febrifuge
311,Earache,earache
311,tonic,tonic
311,diuretic,diuretic
311,purgative,purgative
311,gonorrhoea and leukemia.,gonorrhoea and leukemia
312,Itch,itch
312,abscess,abscess
312,gonorrhoea,gonorrhoea
312,measles,measles
312,eye diseases and mammary abscesses.,eye diseases and mammary abscesses
313,Diuretic,diuretic
313,sudorific,sudorific
313,depurative,depurative
313,emmenagogue,emmenagogue
313,dropsy,dropsy
313,gonorrhoea,gonorrhoea
313,genito-urinary diseases,genito-urinary diseases
313,cystitis,cystitis
313,dysentery,dysentery
313,tonic,tonic
313,astringent,astringent
313,febrifuge,febrifuge
313,bronchitis,bronchitis
313,leprosy,leprosy
313,anaemia,anaemia
313,urinary discharges,urinary discharges
313,anuria,anuria
313,biliousness,biliousness
313,asthma and hiccup.,asthma and hiccup
314,Diuretic,diuretic
314,cooling,cooling
314,diarrhoea,diarrhoea
314,spongy,spongy
314,bleeding gums,bleeding gums
314,inflammations,inflammations
314,alterative,alterative
314,attenuant and Malaria.,attenuant and malaria
315,Diaphoretic,diaphoretic
315,strangury,strangury
315,carminative,carminative
315,laxative,laxative
315,tonic,tonic
315,diuretic,diuretic
315,astringent,astringent
315,bronchitis,bronchitis
315,earache,earache
315,griping,griping
315,ophthalmia,ophthalmia
315,ascites and headache.,ascites and headache
316,Diuretic,diuretic
316,refrigerant,refrigerant
316,carminative,carminative
316,astringent,astringent
316,tonic,tonic
316,stomachic,stomachic
316,laxative,laxative
316,antacid,antacid
316,vomiting,vomiting
316,heart,heart
316,liver,liver
316,piles,piles
316,stops nasal haemorrhage,stops nasal haemorrhage
316,cough,cough
316,cold,cold
316,tonic,tonic
316,diarrhoea,diarrhoea
316,dysentery,dysentery
316,anaemia,anaemia
316,jaundice,jaundice
316,dyspepsia,dyspepsia
316,insomnia,insomnia
316,gall pain,gall pain
316,leucorrhoea and,leucorrhoea and
317,Astrigent,astrigent
317,deobstruent,deobstruent
317,stomachic,stomachic
317,diuretic,diuretic
317,febrifuge,febrifuge
317,antiseptic,antiseptic
317,jaundice,jaundice
317,leucorrhoea,leucorrhoea
317,dyspepsia,dyspepsia
317,colic,colic
317,diarrhoea,diarrhoea
317,dysentery,dysentery
317,dropsy,dropsy
317,gonorrhoea,gonorrhoea
317,diabetes,diabetes
317,scabies,scabies
317,ringworms.,ringworms
317,pain,pain
317,fevers,fevers
317,tonic,tonic
317,sores and ulcers.,sores and ulcers
318,Astringent,astringent
318,appetizer,appetizer
318,tonic,tonic
318,bronchitis,bronchitis
318,biliousness,biliousness
318,urinary concretions,urinary concretions
318,piles,piles
318,t,t
318,vomiting and constipation.,vomiting and constipation
319,Diuretic,diuretic
319,stomachic,stomachic
319,febrifuge,febrifuge
319,astringent,astringent
319,ulcers,ulcers
319,wounds,wounds
319,asthma,asthma
319,bronchitis,bronchitis
319,bowels,bowels
319,pain and piles.,pain and piles
320,Cooling,cooling
320,aphrodisiac,aphrodisiac
320,biliousness,biliousness
320,urinary troubles,urinary troubles
320,vaginal and uterine complaints,vaginal and uterine complaints
320,erysipelas,erysipelas
320,heart diseases and diaphoretic.,heart diseases and diaphoretic
321,Cooling,cooling
321,laxative,laxative
321,gonorrhoea,gonorrhoea
321,gleet,gleet
321,nervous debility.,nervous debility
321,diarrhoea,diarrhoea
321,tonic,tonic
321,pain,pain
321,cough,cough
321,fever,fever
321,and threadworms.,and threadworms
322,Fevers,fevers
322,cough,cough
322,bronchitis and asthma.,bronchitis and asthma
323,Tonic,tonic
323,vulnerary,vulnerary
323,and wounds.,and wounds
324,Stimulant,stimulant
324,diuretic,diuretic
324,emmenagogue,emmenagogue
324,menses,menses
324,amenorrhoea,amenorrhoea
324,wounds,wounds
324,headache,headache
324,intestinal worms,intestinal worms
324,skin diseases,skin diseases
324,pain,pain
324,toothache,toothache
324,gastric ulcer,gastric ulcer
324,dysentery,dysentery
324,dysmenorrhoea,dysmenorrhoea
324,hemorrhage,hemorrhage
324,pain,pain
324,stimulant and tonic.,stimulant and tonic
325,Fever and colic pain.,fever and colic pain
326,Tonic,tonic
326,purgative,purgative
326,emetic,emetic
326,pains of colic,pains of colic
326,cooling,cooling
326,ulcers.,ulcers
327,Snake-bites.,snake-bites
328,Anthelmintic,anthelmintic
328,laxative,laxative
328,antipyretic,antipyretic
328,expectorant,expectorant
328,emetic,emetic
328,cough,cough
328,diarrhoea,diarrhoea
328,asthmatic,asthmatic
328,anthelmintic.,anthelmintic
329,Refrigerant,refrigerant
329,frequent use,frequent use
329,eczema,eczema
329,headache,headache
329,fever,fever
329,abdominal pains,abdominal pains
329,boils and sores.,boils and sores
330,Menstruation,menstruation
330,emetic,emetic
330,irritant and leucoderma patches.,irritant and leucoderma patches
331,aperient,aperient
331,tonic,tonic
331,visceral obstructions,visceral obstructions
331,dropsy,dropsy
331,pain and haemorrhoidal piles.,pain and haemorrhoidal piles
332,Skin diseases,skin diseases
332,sore,sore
332,hysteria,hysteria
332,headache,headache
332,biliousness,biliousness
332,asthma and emetic.,asthma and emetic
333,Insanity.,insanity
334,Alexiteric,alexiteric
334,tonic,tonic
334,aphrodisiac,aphrodisiac
334,leprosy,leprosy
334,small-pox,small-pox
334,syphilis,syphilis
334,scabies,scabies
334,leucoderma,leucoderma
334,diabetes,diabetes
334,headache,headache
334,rheumatism,rheumatism
334,diuretic,diuretic
334,depurative and tonic.,depurative and tonic
335,Boils.,boils
336,Tonic,tonic
336,diuretic,diuretic
336,emmenagogue,emmenagogue
336,aphrodisiac,aphrodisiac
336,epistaxis,epistaxis
336,rheumatic affections,rheumatic affections
336,styptic,styptic
336,vulnerary,vulnerary
336,astringent,astringent
336,diarrhoea and dysentery,diarrhoea and dysentery
336,herpes,herpes
336,loose motion,loose motion
336,piles,piles
336,inflammation and liver.,inflammation and liver
337,Diuretic,diuretic
337,aphrodisiac,aphrodisiac
337,anthelmintic,anthelmintic
337,leucoderma,leucoderma
337,bronchitis,bronchitis
337,ulcers,ulcers
337,tonic,tonic
337,gonorrhoea,gonorrhoea
337,muscle pain,muscle pain
337,cough,cough
337,leucoderma and jaundice.,leucoderma and jaundice
338,Cooling,cooling
338,antiseptic,antiseptic
338,astringent,astringent
338,appetiser,appetiser
338,antiscorbutic,antiscorbutic
338,fevers,fevers
338,biliousness,biliousness
338,scurvy,scurvy
338,piles,piles
338,anaemia,anaemia
338,tympanites and dysentery.,tympanites and dysentery
339,Tonic,tonic
339,fattening,fattening
339,diuretic,diuretic
339,peptic,peptic
339,carminative,carminative
339,diarrohea and dysentery.,diarrohea and dysentery
340,Kidney,kidney
340,bladder,bladder
340,nephrocirrhosis,nephrocirrhosis
340,phosphaturia,phosphaturia
340,rheumatism,rheumatism
340,gout,gout
340,piles and wounds.,piles and wounds
341,Expectorant,expectorant
341,carminative,carminative
341,stomachic,stomachic
341,emollient,emollient
341,leucoderma,leucoderma
341,purgative,purgative
341,diaphoretic,diaphoretic
341,rheumatism,rheumatism
341,astringent,astringent
341,tonic,tonic
341,stomachic,stomachic
341,aphrodisiac,aphrodisiac
341,anodyne,anodyne
341,sudorific and vulnerary,sudorific and vulnerary
341,diarrhoea,diarrhoea
341,dysentery,dysentery
341,fevers,fevers
341,bronchitis,bronchitis
341,intestinal worms and dropsy.,intestinal worms and dropsy
342,Diarrhoea and boil.,diarrhoea and boil
343,Digestive,digestive
343,carminative,carminative
343,diuretic,diuretic
343,purgative,purgative
343,bronchitis,bronchitis
343,leucoderma,leucoderma
343,enlarged spleen,enlarged spleen
343,urinary burning,urinary burning
343,vesicular calculi,vesicular calculi
343,ophthalmia,ophthalmia
343,inflammation,inflammation
343,cough,cough
343,ashma and gonorrhoea.,ashma and gonorrhoea
344,Dysentery.,dysentery
345,Purgative,purgative
345,anthelmintic,anthelmintic
345,alexiteric,alexiteric
345,antipyretic,antipyretic
345,ascites,ascites
345,leucoderma,leucoderma
345,constipation,constipation
345,piles,piles
345,bronchitis and pain.,bronchitis and pain
346,Demulcent,demulcent
346,expectorant,expectorant
346,antipyretic,antipyretic
346,coughs,coughs
346,colds,colds
346,catarrh,catarrh
346,bronchitis,bronchitis
346,gastric disorder,gastric disorder
346,earache,earache
346,ringworm,ringworm
346,leprosy,leprosy
346,itches,itches
346,antifungal and antibacterial.,antifungal and antibacterial
347,Stimulant,stimulant
347,styptic,styptic
347,demulcent,demulcent
347,diuretic,diuretic
347,carminative,carminative
347,anti-emetic,anti-emetic
347,digestive,digestive
347,cough,cough
347,rheumatism,rheumatism
347,paralysis,paralysis
347,gonorrhoea,gonorrhoea
347,headache,headache
347,neuralgia,neuralgia
347,scanty urination,scanty urination
347,fever,fever
347,influenza,influenza
347,dysmenorrhoea,dysmenorrhoea
347,jaundice.,jaundice
348,Bronchitis,bronchitis
348,ringworm,ringworm
348,cataract,cataract
348,diarrhoea,diarrhoea
348,dysentery,dysentery
348,nephritis,nephritis
348,neuralgia,neuralgia
348,expectorant and aphrodisiac.,expectorant and aphrodisiac
349,Carminative,carminative
349,diaphoretic,diaphoretic
349,stimulant,stimulant
349,cold,cold
349,coughs,coughs
349,catarrh,catarrh
349,bronchitis,bronchitis
349,dysentery,dysentery
349,toothache,toothache
349,migraine,migraine
349,fever,fever
349,skin diseases,skin diseases
349,indigestion and diarrhea.,indigestion and diarrhea
350,Digestive,digestive
350,tonic and asthma.,tonic and asthma
351,Fever,fever
351,jaundice,jaundice
351,ulcers,ulcers
351,skin disease and anthelmintic.,skin disease and anthelmintic
352,Cooling,cooling
352,alterative,alterative
352,dispels biliousness,dispels biliousness
352,erysipelas,erysipelas
352,narcotic,narcotic
352,anti-aphrodisiac,anti-aphrodisiac
352,stomachic,stomachic
352,restorative,restorative
352,emollient and diuretic,emollient and diuretic
352,blenorrhagia.,blenorrhagia
353,Demulcent,demulcent
353,diuretic,diuretic
353,piles,piles
353,dysentery,dysentery
353,dyspepsia,dyspepsia
353,astringent,astringent
353,cardiotonic,cardiotonic
353,refrigerant,refrigerant
353,cough,cough
353,bile,bile
353,vomiting,vomiting
353,giddiness,giddiness
353,astringent,astringent
353,piles and menorrhagia.,piles and menorrhagia
354,Antibilious,antibilious
354,cholagogue,cholagogue
354,diaphoretic,diaphoretic
354,diuretic,diuretic
354,expectorant,expectorant
354,fever,fever
354,rheumatism,rheumatism
354,sciatica,sciatica
354,expectorant,expectorant
354,bronchitis,bronchitis
354,stomachic,stomachic
354,carminative,carminative
354,bowels,bowels
354,tonic,tonic
354,piles,piles
354,skin diseases and dysentery.,skin diseases and dysentery
355,Ulcer,ulcer
356,Stimulant,stimulant
356,diuretic,diuretic
356,carminative,carminative
356,anthelmintic,anthelmintic
356,stomachic,stomachic
356,emmenagogue,emmenagogue
356,galactagogue,galactagogue
356,hypocholesterolaemic,hypocholesterolaemic
356,cough,cough
356,jaundice,jaundice
356,piles and fever.,piles and fever
357,Sedative,sedative
357,narcotic,narcotic
357,emetic,emetic
357,antispasmodic,antispasmodic
357,rheumatic,rheumatic
357,skin diseases,skin diseases
357,scorpion-sting,scorpion-sting
357,ulcers and tumours.,ulcers and tumours
358,Sedative,sedative
358,narcotic,narcotic
358,emetic,emetic
358,antispasmodic,antispasmodic
358,rheumatic,rheumatic
358,skin diseases,skin diseases
358,scorpion-sting,scorpion-sting
358,ulcers and tumours.,ulcers and tumours
359,Inflammations,inflammations
359,pains,pains
359,lumbago,lumbago
359,headache,headache
359,scabies,scabies
359,diuretic,diuretic
359,tonic,tonic
359,resolvent,resolvent
359,attenuant,attenuant
359,cancers,cancers
359,ulcers,ulcers
359,skin diseases and leprosy.,skin diseases and leprosy
360,Diuretic,diuretic
360,cough,cough
360,biliousness,biliousness
360,throat troubles,throat troubles
360,spermatorrhoea,spermatorrhoea
360,dysentery,dysentery
360,dyspepsia,dyspepsia
360,piles,piles
360,strangury,strangury
360,piles,piles
360,leprosy,leprosy
360,tonic,tonic
360,diarrhoea,diarrhoea
360,cholera,cholera
360,fever,fever
360,liver diseases,liver diseases
360,aphrodisiac,aphrodisiac
360,astringent and ulcers.,astringent and ulcers
361,Astringent,astringent
361,tonic,tonic
361,styptic,styptic
361,gingivitis,gingivitis
361,diarrhoea,diarrhoea
361,tuberculosis,tuberculosis
361,liver disorders,liver disorders
361,bowel,bowel
361,fever. In Cambodia,fever. in cambodia
361,depurant and tonic.,depurant and tonic
362,Diuretic,diuretic
362,stimulant,stimulant
362,antiscorbutic,antiscorbutic
362,asthma,asthma
362,chronic catarrh and pyorrhea.,chronic catarrh and pyorrhea
363,Astringent,astringent
363,tonic,tonic
363,carminative,carminative
363,antiseptic,antiseptic
363,stimulant,stimulant
363,fever,fever
363,catarrh,catarrh
363,cough,cough
363,asthma,asthma
363,headache and cholera.,headache and cholera
364,Boils,boils
364,jaundice and  headache.,jaundice and headache
365,Pectoral,pectoral
365,diuretic,diuretic
365,asthma,asthma
365,fevers,fevers
365,dropsy,dropsy
365,ulcers and jaundice.,ulcers and jaundice
366,Scabies,scabies
366,eye diseases,eye diseases
366,antiscorbutic,antiscorbutic
366,colic,colic
366,enorrhagia,enorrhagia
366,diabetes,diabetes
366,strangury,strangury
366,urinary discharges,urinary discharges
366,hysteria,hysteria
366,epilepsy,epilepsy
366,dysentery,dysentery
366,diarrhea,diarrhea
366,dyspepsia,dyspepsia
367,Diarrhoea.,diarrhoea
368,Stimulant,stimulant
368,astringent,astringent
368,diarrhea and dysentery.,diarrhea and dysentery
369,Tonic,tonic
369,stomachic,stomachic
369,dysentery,dysentery
369,bruises,bruises
369,eruptions,eruptions
369,stimulants and pain.,stimulants and pain
370,"""okwaha”-a swelling in the groin",okwaha”-a swelling in the groin
371,Purgative,purgative
371,emmenagogue,emmenagogue
371,fever,fever
371,cholera,cholera
371,diuretic,diuretic
371,ulcers,ulcers
371,anthelmintic and aphrodisiac.,anthelmintic and aphrodisiac
372,Tonic,tonic
372,cardiotonic,cardiotonic
372,astringent,astringent
372,bowels,bowels
372,cough,cough
372,asthma and sedative.,asthma and sedative
373,Cooling,cooling
373,laxative,laxative
373,allay thirst,allay thirst
373,fever,fever
373,vermifuge,vermifuge
373,purgative,purgative
373,anthelmintic and astringent.,anthelmintic and astringent
374,Antiscorbutic,antiscorbutic
374,stimulant,stimulant
374,carminative,carminative
374,stomachic,stomachic
374,diuretic,diuretic
374,laxative,laxative
374,expectorant,expectorant
374,fevers,fevers
374,bronchitis,bronchitis
374,piles,piles
374,epilepsy,epilepsy
374,hysteria,hysteria
374,chronic rheumatism,chronic rheumatism
374,astringent,astringent
374,abortifacient,abortifacient
374,anthelmintic,anthelmintic
374,inflammation,inflammation
374,heart,heart
374,pain,pain
374,anthelmintic and gastric.,anthelmintic and gastric
375,Tonic,tonic
375,wounds,wounds
375,ulcers,ulcers
375,healing,healing
375,pain,pain
375,fever,fever
375,headache,headache
375,emollient,emollient
375,sedative,sedative
375,cooling,cooling
375,stomachic,stomachic
375,diarrhea,diarrhea
375,spongy gums,spongy gums
375,dysentery,dysentery
375,asthma and laxative.,asthma and laxative
376,Urinary diseases,urinary diseases
376,jaundice,jaundice
376,insect bites and fever.,insect bites and fever
377,Toothache,toothache
377,coughs and asthma.,coughs and asthma
378,Alterative,alterative
378,tonic,tonic
378,cooling,cooling
378,boils and scurf.,boils and scurf
379,Aphrodisiac,aphrodisiac
379,anthelmintic,anthelmintic
379,cure fever,cure fever
379,consumption,consumption
379,asthma,asthma
379,bronchitis,bronchitis
379,hiccup,hiccup
379,piles,piles
379,alexiteric,alexiteric
379,stomachic,stomachic
379,laxative,laxative
379,biliousness,biliousness
379,asthma,asthma
379,leprosy,leprosy
379,bronchitis,bronchitis
379,fever,fever
379,tumours,tumours
379,urinary discharges,urinary discharges
379,excessive salivation,excessive salivation
379,and heart troubles.,and heart troubles
380,Astringent,astringent
380,bowels,bowels
380,laxative,laxative
380,tumours,tumours
380,malignant ulcers,malignant ulcers
380,obstructions,obstructions
380,liver,liver
380,gall bladder stone,gall bladder stone
380,lumbago,lumbago
380,ulceration,ulceration
380,fracture of bones and rheumatism,fracture of bones and rheumatism
381,Diabetes mellitus,diabetes mellitus
381,tonic,tonic
381,stomachic,stomachic
381,febrifuge,febrifuge
381,carminative,carminative
381,anthelmintic,anthelmintic
381,cooling,cooling
381,rheumatism,rheumatism
381,gout,gout
381,piles,piles
381,leprosy,leprosy
381,liver,liver
381,spleen,spleen
381,purgative,purgative
381,loose,loose
381,anthelmintic,anthelmintic
381,jaundice,jaundice
381,astringent,astringent
381,haemorrhoids,haemorrhoids
381,peptic ulcer,peptic ulcer
381,colic and fever.,colic and fever
382,Stomachic,stomachic
382,emmenagogue,emmenagogue
382,aperients,aperients
382,antiseptic,antiseptic
382,sore legs,sore legs
382,menstrual discharge and earache.,menstrual discharge and earache
383,Hemorrhage and liquor.,hemorrhage and liquor
384,Fever,fever
384,colic and muscular pains.,colic and muscular pains
385,Aphrodisiac,aphrodisiac
385,purgative,purgative
385,maturant,maturant
385,lessen inflammations,lessen inflammations
385,boils,boils
385,phlegmons,phlegmons
385,whitlow. and urticaria.,whitlow. and urticaria
386,Expectorant,expectorant
386,cures biliousness,cures biliousness
386,liver complaints,liver complaints
386,nose,nose
386,headache,headache
386,asthma,asthma
386,astringent,astringent
386,dysentery. Constipation,dysentery. constipation
386,astringent,astringent
386,tonic properties,tonic properties
386,fevers,fevers
386,bleeding gums,bleeding gums
386,loose teeth,loose teeth
386,aphrodisiac,aphrodisiac
386,diuretic and gonorrhea.,diuretic and gonorrhea
387,Diuretic,diuretic
387,astringent,astringent
387,antispasmodic,antispasmodic
387,sore gums,sore gums
387,vesical calculi,vesical calculi
387,cooling,cooling
387,vulnerary,vulnerary
387,emetic,emetic
387,cures leprosy,cures leprosy
387,dysentery,dysentery
387,inflammations,inflammations
387,burning sensation,burning sensation
387,asthma and jaundice.,asthma and jaundice
388,Dysentery,dysentery
388,gastric,gastric
388,ulcers,ulcers
388,haemorrhages,haemorrhages
388,wounds and dyspepsia.,wounds and dyspepsia
389,Colic,colic
389,expectorant,expectorant
389,diuretic,diuretic
389,cough,cough
389,rheumatism,rheumatism
389,antispasmodic,antispasmodic
389,tonic,tonic
389,stomachic,stomachic
389,carminative,carminative
389,diuretic,diuretic
389,cooling,cooling
389,dyspepsia,dyspepsia
389,nausea,nausea
389,fever,fever
389,renal diseases and in gonorrhea.,renal diseases and in gonorrhea
390,Refrigerant,refrigerant
390,cholagogue,cholagogue
390,phlegm,phlegm
390,bile,bile
390,hepatic congestion,hepatic congestion
390,bone fracture anddiphtheria.,bone fracture anddiphtheria
391,Astringrent,astringrent
391,stomachic,stomachic
391,cough,cough
391,expectoration,expectoration
391,piles,piles
391,dysentery and rheumatism.,dysentery and rheumatism
392,Strangury,strangury
392,urethral discharges,urethral discharges
392,cooling,cooling
392,diuretic,diuretic
392,inflammation and stomachache.,inflammation and stomachache
393,Refrigerant,refrigerant
393,stomachic,stomachic
393,diuretic,diuretic
393,stimulant,stimulant
393,expectorant,expectorant
393,carminative,carminative
393,diaphoretic,diaphoretic
393,jaundice,jaundice
393,vomiting,vomiting
393,fevers,fevers
393,indigestion and cephalalgia.,indigestion and cephalalgia
394,Cooling,cooling
394,astringent,astringent
394,leucorrhoea,leucorrhoea
394,gonorrhea,gonorrhea
394,bruises and menstrual discharges.,bruises and menstrual discharges
395,Spermatorrhoea,spermatorrhoea
395,restorative purgative and mastitis.,restorative purgative and mastitis
396,Sore and dysentery.,sore and dysentery
397,Astringent,astringent
397,narcotic and bowel.,narcotic and bowel
398,Expectorant,expectorant
398,emetic,emetic
398,styptic,styptic
398,enlarged spleen,enlarged spleen
398,heart complaints,heart complaints
398,strengthen teeth,strengthen teeth
398,allay inflammation,allay inflammation
398,scabies,scabies
398,skin disease,skin disease
398,malaria,malaria
398,anthelmintic,anthelmintic
398,diuretic,diuretic
398,emmenagogue,emmenagogue
398,rheumatism,rheumatism
398,fever,fever
398,pain,pain
398,brain tonic,brain tonic
398,laxative,laxative
398,maturant,maturant
398,earache,earache
398,piles,piles
398,spleen,spleen
399,Diarrhoea,diarrhoea
399,dysentery,dysentery
399,leucorrhoea,leucorrhoea
399,diarrhea,diarrhea
399,catrrhal pharyngitis,catrrhal pharyngitis
399,aphthae,aphthae
399,scabies and ulcers.,scabies and ulcers
400,Alexiteric,alexiteric
400,inflammations,inflammations
400,epilepsy and sore throat.,epilepsy and sore throat
401,stomachache and intestinal disorder.,stomachache and intestinal disorder
402,Acrid,acrid
402,rubefacient,rubefacient
402,vulnerary,vulnerary
402,burning  and urinary problems.,burning and urinary problems
403,Febrifuge,febrifuge
403,astringent,astringent
403,tonic,tonic
403,diarrhea,diarrhea
403,paludism and  diuretic.,paludism and diuretic
404,Astringent,astringent
404,tonic,tonic
404,fevers,fevers
404,demulcent,demulcent
404,emollient,emollient
404,cooling,cooling
404,tonic,tonic
404,aphrodisiac,aphrodisiac
404,heart disease and leprosy.,heart disease and leprosy
405,Jaundice.,jaundice
406,Dog bite.,dog bite
407,Fever,fever
407,toothache,toothache
407,diarrhea,diarrhea
407,bowels,bowels
407,dysentery,dysentery
407,urinary discharges,urinary discharges
407,ophthalmia,ophthalmia
407,eruption,eruption
407,astringent,astringent
407,tonic,tonic
407,antiscorbutic,antiscorbutic
407,dysentery,dysentery
407,asthma,asthma
407,anthelmintic,anthelmintic
407,piles,piles
407,menorrhagia,menorrhagia
407,antisyphilitic and scabies.,antisyphilitic and scabies
408,Bleeding through nose and mouth.,bleeding through nose and mouth
409,Purgative,purgative
409,anthelmintic,anthelmintic
409,styptic,styptic
409,ringworms,ringworms
409,bronchitis,bronchitis
409,stone in the bladder,stone in the bladder
409,scabies,scabies
409,skin diseases,skin diseases
409,ulcers,ulcers
409,wounds and  rheumatism.,wounds and rheumatism
410,Boils,boils
410,anthelmintic and syphilis.,anthelmintic and syphilis
411,Diarrhoea.,diarrhoea
412,Cooling,cooling
412,tonic,tonic
412,demulcent,demulcent
412,carminative,carminative
412,coughs,coughs
412,colds,colds
412,bronchitis,bronchitis
412,piles,piles
412,emollient,emollient
412,emetic,emetic
412,laxative,laxative
412,skin diseases,skin diseases
412,rheumatism,rheumatism
412,headache,headache
412,heals wounds and ulcers.,heals wounds and ulcers
413,Tumours,tumours
413,skin disease,skin disease
413,anal fissures,anal fissures
413,dysuria,dysuria
413,sores,sores
413,burns,burns
413,bowels,bowels
413,antipyretic,antipyretic
413,anthelmintic,anthelmintic
413,diuretic,diuretic
413,tonic,tonic
413,asthma,asthma
413,bronchitis,bronchitis
413,hiccup,hiccup
413,ozoena,ozoena
413,strangury,strangury
413,piles,piles
413,leucoderma,leucoderma
413,leucorrhoea,leucorrhoea
413,menstrual derangements,menstrual derangements
413,kidney and gall bladder.,kidney and gall bladder
414,Jaundice.,jaundice
415,Constipation,constipation
415,mucous stool and colic.,mucous stool and colic
416,Dysentery,dysentery
416,skin diseases.,skin diseases
417,Diuretic and cathartic,diuretic and cathartic
417,haematuria and mennorrhagia.,haematuria and mennorrhagia
418,Antibacterial,antibacterial
418,menorrhagia,menorrhagia
418,rheumatism,rheumatism
418,sprains,sprains
418,scabies,scabies
418,ulcers,ulcers
418,eczema,eczema
418,carbuncles and pain.,carbuncles and pain
420,Gastric,gastric
420,antiseptic,antiseptic
420,canker of the mouth,canker of the mouth
420,dyspepsia,dyspepsia
420,bile and kidney disease.,bile and kidney disease
421,Cooling,cooling
421,aphrodisiac,aphrodisiac
421,allay thirst,allay thirst
421,cures consumption,cures consumption
421,biliousness,biliousness
421,burning and fever.,burning and fever
422,Expectorant,expectorant
422,tonic,tonic
422,laxative,laxative
422,diuretic,diuretic
422,cures biliousness,cures biliousness
422,spleen diseases,spleen diseases
422,leprosy,leprosy
422,piles,piles
422,fever,fever
422,bronchitis,bronchitis
422,cool,cool
422,costive,costive
422,demulcent,demulcent
422,skin disorders,skin disorders
422,haemorrhoids,haemorrhoids
422,emetic and cathartic.,emetic and cathartic
423,Splenitis,splenitis
423,haemorrhoides,haemorrhoides
423,ringworms,ringworms
423,leprosy,leprosy
423,demulcent,demulcent
423,diuretic and nutritive,diuretic and nutritive
423,purgative,purgative
423,emetic and anthelmintic properties.,emetic and anthelmintic properties
424,Dysentery,dysentery
424,ulcers and skin diseases.,ulcers and skin diseases
425,Astringent,astringent
425,stomachic,stomachic
425,stimulant,stimulant
