plant_index,source_query,bmpdd_query_name,parser_status,rows_extracted,rows_with_cid,rows_missing_cid
658,Crateva religiosa G.Forst.,Crateva religiosa,ZERO_RESULTS,0,0,0
659,Crassocephalum CREPIDIOIDES (Benth.) Moore,Crassocephalum CREPIDIOIDES,PASS,35,33,2
660,Cheilocostus SPECIOSUS (J.Koenig) C.D.Specht,Cheilocostus SPECIOSUS,ZERO_RESULTS,0,0,0
661,Coriandrum SATIVUM L.,Coriandrum SATIVUM,PASS,421,419,2
662,Cordia DICHOTOMA Forst. f.,Cordia DICHOTOMA,ZERO_RESULTS,0,0,0
663,Corchorus OLITORIUS L.,Corchorus OLITORIUS,ZERO_RESULTS,0,0,0
664,Corchorus FASICULARIS Lamk.,Corchorus FASICULARIS,ZERO_RESULTS,0,0,0
665,Corchorus CAPSULARIS L.,Corchorus CAPSULARIS,ZERO_RESULTS,0,0,0
666,Commiphora madagascariensis Jacq.,Commiphora madagascariensis,ZERO_RESULTS,0,0,0
667,Commelina SUFFRUTICOSA Bl.,Commelina SUFFRUTICOSA,ZERO_RESULTS,0,0,0
668,Commelina PALUDOSA Bl.,Commelina PALUDOSA,ZERO_RESULTS,0,0,0
669,Commelina DIFFUSA Burm. f.,Commelina DIFFUSA,ZERO_RESULTS,0,0,0
670,Commelina BENGHALENSIS L.,Commelina BENGHALENSIS,PASS,7,7,0
671,Colocasia ESCULENTA (L.) Schott.,Colocasia ESCULENTA,PASS,72,6,66
672,Colocasia AFFINIS Schott.,Colocasia AFFINIS,ZERO_RESULTS,0,0,0
673,Plectranthus amboinicus (Lour.) Spreng.,Plectranthus amboinicus,ZERO_RESULTS,0,0,0
674,Coix LACHRYMA - JOBI L.,Coix LACHRYMA,ZERO_RESULTS,0,0,0
675,Cocos NUCIFERA L.,Cocos NUCIFERA,PASS,35,32,3
676,Cocculus HIRSUTUS (L.) W.Theob.,Cocculus HIRSUTUS,ZERO_RESULTS,0,0,0
677,Coccinia GRANDIS (L.) Voigt.,Coccinia GRANDIS,ZERO_RESULTS,0,0,0
678,Clitoria TARNETEA L.,Clitoria TARNETEA,ZERO_RESULTS,0,0,0
679,Clerodendrum laevifolium Blume.,Clerodendrum laevifolium,ZERO_RESULTS,0,0,0
680,Clerodendrum INFORTUNATUM L.,Clerodendrum INFORTUNATUM,ZERO_RESULTS,0,0,0
681,Volkameria inermis L.,Volkameria inermis,ZERO_RESULTS,0,0,0
682,Clerodendrum INDICUM (L.) Kuntze.,Clerodendrum INDICUM,PASS,13,10,3
683,Cleome VISCOSA L.,Cleome VISCOSA,PASS,26,13,13
684,Cleome GYNANDRA L.,Cleome GYNANDRA,ZERO_RESULTS,0,0,0
685,Clausena HEPTAPHYLLA (Roxb.) Wight.& Arn.,Clausena HEPTAPHYLLA,PASS,30,24,6
686,Clausena EXCAVATA Burm. f.,Clausena EXCAVATA,ZERO_RESULTS,0,0,0
687,Citrus maxima (Burm.) Merr.,Citrus maxima,PASS,579,544,35
688,Citrus AURANTIFOLIA (Christ.) Sw.,Citrus AURANTIFOLIA,ZERO_RESULTS,0,0,0
689,Citrullus lanatus (Thunb.) Matsum. & Nakai,Citrullus lanatus,ZERO_RESULTS,0,0,0
690,Cissus REPENS Lamk.,Cissus REPENS,ZERO_RESULTS,0,0,0
691,Cissus REPENDA(Wight & Arn.) Vahl.,Cissus REPENDA,ZERO_RESULTS,0,0,0
692,Cissus QUADRANGULARIS L.,Cissus QUADRANGULARIS,PASS,32,22,10
693,Cissus ELONGATA Roxb.,Cissus ELONGATA,ZERO_RESULTS,0,0,0
694,Cissus ASSAMICA (Lawson) Craib.,Cissus ASSAMICA,ZERO_RESULTS,0,0,0
695,Allium TUBEROSUM Roxb.,Allium TUBEROSUM,ZERO_RESULTS,0,0,0
696,Allophylus DIMORPHUS Radlk. .,Allophylus DIMORPHUS,ZERO_RESULTS,0,0,0
697,Alocasia INDICA (Roxb.) Schott.,Alocasia INDICA,PASS,31,30,1
698,Aloe BARBADENSIS Mill,Aloe BARBADENSIS,ZERO_RESULTS,0,0,0
699,Alpinia CALCARATA Rosc.,Alpinia CALCARATA,PASS,133,133,0
700,Alpinia CONCHIGERA Griff.,Alpinia CONCHIGERA,ZERO_RESULTS,0,0,0
701,Alpinia MALACCENSIS Rosc.,Alpinia MALACCENSIS,ZERO_RESULTS,0,0,0
702,Alpinia NIGRA (Gaertn.) Burtt.,Alpinia NIGRA,PASS,155,142,13
703,Alstonia SCHOLARIS (L.) R. Br.,Alstonia SCHOLARIS,ZERO_RESULTS,0,0,0
704,Alternanthera SESSILIS (L.) R. Br.,Alternanthera SESSILIS,ZERO_RESULTS,0,0,0
705,Amaranthus SPINOSUS L.,Amaranthus SPINOSUS,PASS,21,19,2
706,Amaranthus VIRIDIS L.,Amaranthus VIRIDIS,PASS,7,6,1
707,Amischophacelus AXILLARIS (L.) R. R. & K.,Amischophacelus AXILLARIS,ZERO_RESULTS,0,0,0
708,Ammannia BACCIFERA L,Ammannia BACCIFERA,ZERO_RESULTS,0,0,0
709,Amomum AROMATICUM Roxb,Amomum AROMATICUM,ZERO_RESULTS,0,0,0
710,Amomum COSTATUM Benth.,Amomum COSTATUM,ZERO_RESULTS,0,0,0
711,Amoora CUCULATA Roxb.,Amoora CUCULATA,ZERO_RESULTS,0,0,0
712,Amorphophallus CAMPANULATUS (Roxb.) Bl. ex. Decne.,Amorphophallus CAMPANULATUS,ZERO_RESULTS,0,0,0
713,Ampelocissus BARBATA (Wall.) Planch.,Ampelocissus BARBATA,ZERO_RESULTS,0,0,0
714,Ampelocissus LATIFOLIA (Roxb.) Planch.,Ampelocissus LATIFOLIA,ZERO_RESULTS,0,0,0
715,Anacardium OCCIDENTALE L.,Anacardium OCCIDENTALE,PASS,310,309,1
716,Anagallis ARVENSIS L.,Anagallis ARVENSIS,ZERO_RESULTS,0,0,0
717,Anamirta COCCULUS (L.) W. & A.,Anamirta COCCULUS,PASS,35,29,6
718,Ananas SATIVUS Schult. f.,Ananas SATIVUS,ZERO_RESULTS,0,0,0
719,Andrographis PANICULATA (Burm. f.) Wall. ex Ness.,Andrographis PANICULATA,ZERO_RESULTS,0,0,0
720,Anisomeles INDICA (L.) Kuntze.,Anisomeles INDICA,ZERO_RESULTS,0,0,0
721,Annona RETICULATA L.,Annona RETICULATA,PASS,145,0,145
722,Annona SQUAMOSA L.,Annona SQUAMOSA,ZERO_RESULTS,0,0,0
723,Anodendron MANUBRIATUM (Wall.) Merr.,Anodendron MANUBRIATUM,ZERO_RESULTS,0,0,0
724,Anthocephalus CHINENSIS (Lamk.) Rich. ex Walp.,Anthocephalus CHINENSIS,ZERO_RESULTS,0,0,0
725,Antidesma ROXBURGHII Wall.,Antidesma ROXBURGHII,ZERO_RESULTS,0,0,0
726,Aphanamixis POLYSTACHYA (Wall.) R.N. Parker.,Aphanamixis POLYSTACHYA,ZERO_RESULTS,0,0,0
727,Aquilaria MALACCENSIS Lamk.,Aquilaria MALACCENSIS,ZERO_RESULTS,0,0,0
728,Arachis HYPOGEA L.,Arachis HYPOGEA,ZERO_RESULTS,0,0,0
729,Ardisia PANICULATA Roxb.,Ardisia PANICULATA,PASS,2,2,0
730,Ardisia SOLANACEA (Poir.) Roxb.,Ardisia SOLANACEA,PASS,4,4,0
731,Areca CATECHU L.,Areca CATECHU,PASS,62,58,4
732,Argemone MAXICANA L.,Argemone MAXICANA,ZERO_RESULTS,0,0,0
733,Argyreia CAPITIFORMIS (Poir.) Oostr.,Argyreia CAPITIFORMIS,ZERO_RESULTS,0,0,0
734,Argyreia NERVOSA (Burm. f.) Boj.,Argyreia NERVOSA,ZERO_RESULTS,0,0,0
735,Aristolochia INDICA L.,Aristolochia INDICA,ZERO_RESULTS,0,0,0
736,Aristolochia TAGALA Cham.,Aristolochia TAGALA,ZERO_RESULTS,0,0,0
737,Artabotrys HEXAPETALUS (L.f.) Bhandari,Artabotrys HEXAPETALUS,ZERO_RESULTS,0,0,0
738,Artabotrys SUAVEOLENS Blume.,Artabotrys SUAVEOLENS,ZERO_RESULTS,0,0,0
739,Artocarpus HETEROPHYLLUS Lamk.,Artocarpus HETEROPHYLLUS,PASS,180,0,180
740,Artocarpus LACUCHA Buch-Ham.,Artocarpus LACUCHA,PASS,15,11,4
741,Asclepias CURASSAVICA L.,Asclepias CURASSAVICA,ZERO_RESULTS,0,0,0
742,Asparagus RACEMOSUS L.,Asparagus RACEMOSUS,ZERO_RESULTS,0,0,0
743,Asplenium polyodon G. Forst.,Asplenium polyodon,ZERO_RESULTS,0,0,0
744,Atalantia MONOPHYLLA Correa,Atalantia MONOPHYLLA,ZERO_RESULTS,0,0,0
745,Cajanus crassus (King) Maesen,Cajanus crassus,ZERO_RESULTS,0,0,0
746,Cajanus scarabaeoides (L.) Thouars,Cajanus scarabaeoides,ZERO_RESULTS,0,0,0
747,Averrhoa BILIMBI L.,Averrhoa BILIMBI,ZERO_RESULTS,0,0,0
748,Averrhoa CARAMBOLA L.,Averrhoa CARAMBOLA,PASS,260,212,48
749,Azadirachta INDICA A. Juss.,Azadirachta INDICA,PASS,519,503,16
750,Bacopa monnieri (L.) WETTST.,Bacopa monnieri,ZERO_RESULTS,0,0,0
751,Baliospermum solanifolium (BURM.) SURESH,Baliospermum solanifolium,ZERO_RESULTS,0,0,0
752,Bambusa bambos (L.) Voss,Bambusa bambos,ZERO_RESULTS,0,0,0
753,Barleria cristata L,Barleria cristata,ZERO_RESULTS,0,0,0
754,Barlaria STRIGOSA Willd.,Barlaria STRIGOSA,ZERO_RESULTS,0,0,0
755,Barringtonia ACUTANGULA (L.) Gaertn.,Barringtonia ACUTANGULA,ZERO_RESULTS,0,0,0
756,Barringtonia RACEMOSA (L.) Spreng.,Barringtonia RACEMOSA,ZERO_RESULTS,0,0,0
757,Basella ALBA L.,Basella ALBA,ZERO_RESULTS,0,0,0
758,Bauhinia ACUMINITA L.,Bauhinia ACUMINITA,ZERO_RESULTS,0,0,0
759,Bauhinia MACROSTACHYA Wall.,Bauhinia MACROSTACHYA,ZERO_RESULTS,0,0,0
760,Bauhinia MALABARICA Roxb.,Bauhinia MALABARICA,PASS,4,4,0
761,Bauhinia PURPUREA L.,Bauhinia PURPUREA,PASS,42,40,2
762,Bauhinia VARIEGATA L.,Bauhinia VARIEGATA,ZERO_RESULTS,0,0,0
763,Begonia ROXBURGHII DC.,Begonia ROXBURGHII,ZERO_RESULTS,0,0,0
764,Iris domestica (L.) Goldblatt & Mabb,Iris domestica,ZERO_RESULTS,0,0,0
765,Benincasa HISPIDA (Thunb.) Cogn.,Benincasa HISPIDA,PASS,66,63,3
766,Biophytum SENSITIVUM (L.) DC.,Biophytum SENSITIVUM,ZERO_RESULTS,0,0,0
767,Bixa ORELLANA L.,Bixa ORELLANA,ZERO_RESULTS,0,0,0
768,Blumea BALSAMIFERA DC,Blumea BALSAMIFERA,PASS,50,0,50
769,Blumea CLERKEI Hook. f.,Blumea CLERKEI,ZERO_RESULTS,0,0,0
770,Blumea LACERA (Burn.f.) DC.,Blumea LACERA,ZERO_RESULTS,0,0,0
771,Boehmeria MALABARICA Wedd.,Boehmeria MALABARICA,ZERO_RESULTS,0,0,0
772,Boerhaavia DIFFUSA L.,Boerhaavia DIFFUSA,ZERO_RESULTS,0,0,0
773,Boesenbergia LONGIFLORA Kuntze.,Boesenbergia LONGIFLORA,ZERO_RESULTS,0,0,0
774,Bombax CEIBA L.,Bombax CEIBA,ZERO_RESULTS,0,0,0
775,Borassus FLABELLIFER L.,Borassus FLABELLIFER,ZERO_RESULTS,0,0,0
776,Spermacoce articularis L.f.,Spermacoce articularis,PASS,6,0,6
777,Boswellia SERRATA Roxb.,Boswellia SERRATA,ZERO_RESULTS,0,0,0
778,Brassica NIGRA (L.) Koch.,Brassica NIGRA,ZERO_RESULTS,0,0,0
779,Breynia RETUSA (Dennst.) Alston.,Breynia RETUSA,ZERO_RESULTS,0,0,0
780,Bridelia RETUSA (L.) Spreng.,Bridelia RETUSA,ZERO_RESULTS,0,0,0
781,Bridelia STIPULARIS Bl.,Bridelia STIPULARIS,PASS,3,3,0
782,Buchanania cochinchinensis (Lour.) M.R.Almeida,Buchanania cochinchinensis,ZERO_RESULTS,0,0,0
783,Buddleja NEEMDA Buch.-Ham.,Buddleja NEEMDA,ZERO_RESULTS,0,0,0
784,Byttneria pilosa Roxb.,Byttneria pilosa,ZERO_RESULTS,0,0,0
785,Butea MONOSPERMA (Lam.) Taub.,Butea MONOSPERMA,ZERO_RESULTS,0,0,0
786,Caesalpinia BONDUC (L.) Roxb.,Caesalpinia BONDUC,PASS,157,123,34
787,Caesalpinia DIGYNA Rottl.,Caesalpinia DIGYNA,PASS,6,4,2
788,Caesalpinia PULCHERIMA Sw.,Caesalpinia PULCHERIMA,ZERO_RESULTS,0,0,0
789,Cajanus cajan (L.) Millsp.,Cajanus cajan,ZERO_RESULTS,0,0,0
790,Callicarpa MACROPHYLLA Vahl.,Callicarpa MACROPHYLLA,ZERO_RESULTS,0,0,0
791,Callicarpa TOMENTOSA (L.) Merr.,Callicarpa TOMENTOSA,ZERO_RESULTS,0,0,0
792,Calophyllum INOPHYLLUM L.,Calophyllum INOPHYLLUM,ZERO_RESULTS,0,0,0
793,Calotropis GIGANTEA (L.) R. Br.,Calotropis GIGANTEA,PASS,150,150,0
794,Calotropis PROCERA (Aiton) Dryand.,Calotropis PROCERA,PASS,127,127,0
795,Getonia floribunda ROXB.,Getonia floribunda,ZERO_RESULTS,0,0,0
796,Camellia sinensis (L.) O. Kuntze.,Camellia sinensis,PASS,322,313,9
797,Canarium BENGALENSE Roxb.,Canarium BENGALENSE,ZERO_RESULTS,0,0,0
798,Canna INDICA L.,Canna INDICA,PASS,4,4,0
799,Cannabis SATIVA L.,Cannabis SATIVA,PASS,324,264,60
800,Magnolia champaca (L.)Baill.exPierre,Magnolia champaca,ZERO_RESULTS,0,0,0
801,Zehneria scabra Sond.,Zehneria scabra,ZERO_RESULTS,0,0,0
802,Solenaamplexicaulis(lam.) gandhi.,Solena amplexicaulis,PASS,25,0,25
803,Cochlospermum religiosum (L.) Alston,Cochlospermum religiosum,ZERO_RESULTS,0,0,0
804,Gynocardia odorata R. Br.,Gynocardia odorata,ZERO_RESULTS,0,0,0
805,Drosera peltata Thunb.,Drosera peltata,ZERO_RESULTS,0,0,0
806,Sida rhombifolia L.,Sida rhombifolia,PASS,18,0,18
807,Sida orientaliscav.,Sida orientalis,ZERO_RESULTS,0,0,0
808,Sida cordifolia L.,Sida cordifolia,ZERO_RESULTS,0,0,0
809,Sidacordata(burm.f.) borss.waalk.,Sida cordata,ZERO_RESULTS,0,0,0
810,Sida acuta Burm. f.,Sida acuta,PASS,26,0,26
811,Malva sylvestris L.,Malva sylvestris,ZERO_RESULTS,0,0,0
812,Hibiscus schizopetalus (Mast.) Hook. f.,Hibiscus schizopetalus,PASS,89,69,20
813,Althaea officinalis L.,Althaea officinalis,ZERO_RESULTS,0,0,0
814,Bombax insigne Wall.,Bombax insigne,PASS,1,1,0
815,Firmiana simplex(l.) W.Wight.,Firmiana simplex,ZERO_RESULTS,0,0,0
816,Sterculia lanceifolia Roxb.,Sterculia lanceifolia,ZERO_RESULTS,0,0,0
817,Pentapetes phoenicea L.,Pentapetes phoenicea,ZERO_RESULTS,0,0,0
818,Microcos paniculata L.,Microcos paniculata,ZERO_RESULTS,0,0,0
819,Melochia corchorifolia L.,Melochia corchorifolia,PASS,32,32,0
820,Corchorus fascicularis Lam.,Corchorus fascicularis,ZERO_RESULTS,0,0,0
821,Corchorus aestuans L.,Corchorus aestuans,PASS,14,12,2
822,Elaeocarpus serratusl.,Elaeocarpus serratus,ZERO_RESULTS,0,0,0
823,Hypericum japonicum Thunb.,Hypericum japonicum,ZERO_RESULTS,0,0,0
824,Calophyllum polyanthumwall.ex Choisy,Calophyllum polyanthumwall.ex,ZERO_RESULTS,0,0,0
825,Schima wallichii Choisy,Schima wallichii,ZERO_RESULTS,0,0,0
826,Shorea robusta Gaertn.,Shorea robusta,ZERO_RESULTS,0,0,0
827,Dipterocarpus turbinatus Gaertn.,Dipterocarpus turbinatus,ZERO_RESULTS,0,0,0
828,Tetracera sarmentosa (L.) Vahl,Tetracera sarmentosa,ZERO_RESULTS,0,0,0
829,Dillenia indica L.,Dillenia indica,PASS,32,32,0
830,Rheum emodi L.,Rheum emodi,ZERO_RESULTS,0,0,0
831,Polygonum pubescens Blume,Polygonum pubescens,ZERO_RESULTS,0,0,0
832,Polygonum aviculare L.,Polygonum aviculare,ZERO_RESULTS,0,0,0
833,Polygonum viscosumbuch.-ham. ex D. Don.,Polygonum viscosumbuch.-ham.,ZERO_RESULTS,0,0,0
834,Persicaria strigosa (R. Br.) Nakai,Persicaria strigosa,ZERO_RESULTS,0,0,0
835,Persicaria stagnina (Buch.-Ham. ex Meisn.)Qaiser,Persicaria stagnina,ZERO_RESULTS,0,0,0
836,Persicaria lapathifolia (L.) Delarbre,Persicaria lapathifolia,ZERO_RESULTS,0,0,0
837,Persicaria chinensis (L.) H. Gross,Persicaria chinensis,ZERO_RESULTS,0,0,0
838,Polycarpon prostratum (Forssk.) Asch. & Schweinf.,Polycarpon prostratum,ZERO_RESULTS,0,0,0
839,Drymaria cordata subsp.diandra (Blume) J.A.Duke.,Drymaria cordata subsp. diandra,ZERO_RESULTS,0,0,0
840,portulaca grandiflora Hook.,portulaca grandiflora,ZERO_RESULTS,0,0,0
841,Cyathula prostrata (L.) Blume,Cyathula prostrata,PASS,1,1,0
842,Amaranthus tricolor L.,Amaranthus tricolor,ZERO_RESULTS,0,0,0
843,Bougainvillea spectabilis Willd,Bougainvillea spectabilis,PASS,38,34,4
844,Corylus avellana L.,Corylus avellana,ZERO_RESULTS,0,0,0
845,Quercus infectoria G.Olivier,Quercus infectoria,ZERO_RESULTS,0,0,0
846,Sarcochlamys pulcherrima Gaudich.,Sarcochlamys pulcherrima,ZERO_RESULTS,0,0,0
847,Pouzolzia sanguinea (Blume.) Merrill,Pouzolzia sanguinea,ZERO_RESULTS,0,0,0
848,Pouzolzia hirta Blume ex Hassk.,Pouzolzia hirta,ZERO_RESULTS,0,0,0
849,Fleurya interrupta Gaud.,Fleurya interrupta,ZERO_RESULTS,0,0,0
850,Elatostema rupestre(buch.-ham. ex D.Don) Wedd.,Elatostema rupestre,ZERO_RESULTS,0,0,0
851,Elatostema papillosum Wedd.,Elatostema papillosum,ZERO_RESULTS,0,0,0
852,Boehmeria nivea (L.) Gaudich.,Boehmeria nivea,ZERO_RESULTS,0,0,0
853,Ficus sagittata Vahl,Ficus sagittata,ZERO_RESULTS,0,0,0
854,Ficus rumphii Blume,Ficus rumphii,ZERO_RESULTS,0,0,0
855,Ficus pumila L.,Ficus pumila,ZERO_RESULTS,0,0,0
856,Ficus mollis Vahl.,Ficus mollis,ZERO_RESULTS,0,0,0
857,Ficus hirta Vahl.,Ficus hirta,ZERO_RESULTS,0,0,0
858,Ficus heterophylla L.f.,Ficus heterophylla,ZERO_RESULTS,0,0,0
859,Ficus hederacea Roxb.,Ficus hederacea,ZERO_RESULTS,0,0,0
860,Ficus curtipes Corner,Ficus curtipes,ZERO_RESULTS,0,0,0
861,Canscora alata (ROTH) WALL.,Canscora alata,ZERO_RESULTS,0,0,0
862,Canscora DIFFUSA (Vahl.) R. Br.,Canscora DIFFUSA,ZERO_RESULTS,0,0,0
863,Capparis ZEYLANICA L.,Capparis ZEYLANICA,ZERO_RESULTS,0,0,0
864,Capsicum ANNUUM L.,Capsicum ANNUUM,ZERO_RESULTS,0,0,0
865,Cardiospermum HALICACABUML.,Cardiospermum HALICACABUM,PASS,25,25,0
866,Careya ARBOREA Roxb.,Careya ARBOREA,ZERO_RESULTS,0,0,0
867,Carica PAPAYA L.,Carica PAPAYA,PASS,449,407,42
868,Carissa spinarum L.,Carissa spinarum,ZERO_RESULTS,0,0,0
869,Carthamus TINCTORIUS L.,Carthamus TINCTORIUS,ZERO_RESULTS,0,0,0
870,Caryota URENS L.,Caryota URENS,PASS,10,10,0
871,Senna alata (L.) Roxb.,Senna alata,ZERO_RESULTS,0,0,0
872,Cassia FISTULA L.,Cassia FISTULA,PASS,439,323,116
873,Senna obtusifolia (L.) H.S.Irwin & Barneby,Senna obtusifolia,ZERO_RESULTS,0,0,0
874,Senna occidentalis (L.) Link,Senna occidentalis,PASS,108,0,108
875,Senna sophera (L.) Roxb.,Senna sophera,PASS,13,0,13
876,Cassytha FILIFORMIS L.,Cassytha FILIFORMIS,ZERO_RESULTS,0,0,0
877,Casuarina LITTOREA L.,Casuarina LITTOREA,ZERO_RESULTS,0,0,0
878,Catharanthus roseus (L.) G.Don,Catharanthus roseus,PASS,359,340,19
879,Cayratia PEDATA (Lam.) Juss. ex Gagnep.,Cayratia PEDATA,ZERO_RESULTS,0,0,0
880,Cayratia TRIFOLIA (L.) Domin.,Cayratia TRIFOLIA,ZERO_RESULTS,0,0,0
881,Ceiba PENTANDRA (L.)Gaertn,Ceiba PENTANDRA,ZERO_RESULTS,0,0,0
882,Celastrus PANICULATUS Willd.,Celastrus PANICULATUS,ZERO_RESULTS,0,0,0
883,Celosia ARGENTEA L.,Celosia ARGENTEA,PASS,44,38,6
884,Celosia CRISTATA L.(SAME AS 161),Celosia CRISTATA,ZERO_RESULTS,0,0,0
885,Piper pedicellatum DC.,Piper pedicellatum,ZERO_RESULTS,0,0,0
886,Piperboehmeriifolium(miq.) wall. ex C. DC.,Piper boehmeriifolium,ZERO_RESULTS,0,0,0
887,Piper wallichii (MIQ.) HAND.-MAZZ.,Piper wallichii,ZERO_RESULTS,0,0,0
888,Chloranthus elatior LINK.,Chloranthus elatior,ZERO_RESULTS,0,0,0
889,Ocotea lancifolia (SCHOTT) MEZ.,Ocotea lancifolia,ZERO_RESULTS,0,0,0
890,Litsea glutinosa (LOUR.) ROBINSON,Litsea glutinosa,ZERO_RESULTS,0,0,0
891,Cassytha FILIFORMIS L.,Cassytha FILIFORMIS,ZERO_RESULTS,0,0,0
892,Actinodaphne obovata (NEES) BLUME,Actinodaphne obovata,PASS,3,3,0
893,Uvaria hamiltonii HOOK. F. & THOM.,Uvaria hamiltonii,ZERO_RESULTS,0,0,0
894,Desmos chinensislour.,Desmos chinensis,PASS,79,79,0
895,Dasymaschalon longiflorum(roxb.) FINET & GAGNEP.,Dasymaschalon longiflorum,ZERO_RESULTS,0,0,0
896,Magnolia praecalva(dandy) Figlar & Noot.,Magnolia praecalva,ZERO_RESULTS,0,0,0
897,Centella ASIATICA (L.) Urban.,Centella ASIATICA,PASS,220,218,2
898,Cerbera MANGHAS L.,Cerbera MANGHAS,ZERO_RESULTS,0,0,0
899,Ceriops TAGAL (Perr.) C.B. Rob.,Ceriops TAGAL,ZERO_RESULTS,0,0,0
900,Cheilosoria tenuifolia (BURM. F.) TREVIS.,Cheilosoria tenuifolia,ZERO_RESULTS,0,0,0
901,Chenopodium ALBUM L.,Chenopodium ALBUM,PASS,46,43,3
902,Dysphania ambrosioides (L.) Mosyakin & Clemants,Dysphania ambrosioides,ZERO_RESULTS,0,0,0
903,Chukrasia tabularis A.Juss.,Chukrasia tabularis,ZERO_RESULTS,0,0,0
904,Cicer ARIETINUM L.,Cicer ARIETINUM,ZERO_RESULTS,0,0,0
905,Cinnamomum curvifolium (Lam.) Nees,Cinnamomum curvifolium,ZERO_RESULTS,0,0,0
906,Cinnamomum TAMALA Nees,Cinnamomum TAMALA,PASS,420,314,106
907,Cinnamomum VERUM Presl.,Cinnamomum VERUM,ZERO_RESULTS,0,0,0
908,Piper sylvaticum Roxb,Piper sylvaticum,PASS,9,0,9
909,Aristolochia rotunda L.,Aristolochia rotunda,ZERO_RESULTS,0,0,0
910,Asarum europaeum L.,Asarum europaeum,ZERO_RESULTS,0,0,0
911,Euryale ferox Salisb.,Euryale ferox,ZERO_RESULTS,0,0,0
912,Ranunculus sceleratus L.,Ranunculus sceleratus,ZERO_RESULTS,0,0,0
913,Cyclea barbata Miers,Cyclea barbata,PASS,5,4,1
914,Fumaria indica (Hausskn.)Pugsley,Fumaria indica,ZERO_RESULTS,0,0,0
915,Altingia excelsa Noronha,Altingia excelsa,PASS,45,15,30
916,Ficus auriculata Lour.,Ficus auriculata,ZERO_RESULTS,0,0,0
