scientific_name,synonym,family,source_page_url,scrape_timestamp
Dipterocarpus TURBINATUS C.F Gaertn.,Dipterocarpus jourdainii Pierre Dipterocarpus laevis Buch.-Ham. Dipterocarpus mayapis Blanco Dipterocarpus turbinatus var. ramipiliferus Y.K. Yang & J.K. WU,Dipterocarpaceae,https://mpbd.cu.ac.bd/plants.php?pageno=59,2026-09-22T16:27:43.529321+00:00
Dipterocarpus GRACILIS Bl.,Anisoptera palembanica Miq. Dipterocarpus angustialatus Heim Dipterocarpus hispidus Fern.-Vill. Dipterocarpus velutinus S.Vidal,Dipterocarpaceae,https://mpbd.cu.ac.bd/plants.php?pageno=59,2026-09-22T16:27:43.529321+00:00
Dipterocarpus ALATUS Roxb. ex G. Don.,Dipterocarpus gonopterus Turcz. Dipterocarpus incanus Roxb. Dipterocarpus philippinensis Foxw.,Dipterocarpaceae,https://mpbd.cu.ac.bd/plants.php?pageno=59,2026-09-22T16:27:43.529321+00:00
Diploclisia GLAUCESCENS (Bl.) Diels.,Cebatha macrocarpa (Wight & Arn.) Kuntze Cocculus macrocarpus Wight & Arn. Diploclisia inclyta Miers Diploclisia lepida Miers,Menispermaceae,https://mpbd.cu.ac.bd/plants.php?pageno=59,2026-09-22T16:27:43.529321+00:00
Diospyros MONTANA Roxb. Var. CORDIFOLIA (Roxb.) Heirn.,Diospyros bracteata Roxb. Diospyros cordifolia Roxb. Diospyros microcarpa Span. Diospyros punctata Decne.,Ebenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=59,2026-09-22T16:27:43.529321+00:00
Diospyros MALABARICA (Desr.) Kostel,Diospyros biflora Blanco Diospyros citrifolia Wall. ex A.DC. Embryopteris gelatinifera G.Don Embryopteris glutinifolia Link. Embryopteris peregrina Gaertn.,Ebenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=60,2026-09-22T16:27:45.062252+00:00
Diosocorea PENTAPHYLLA L.,Botryosicyos pentaphyllus (L.) Hochst. Dioscorea digitata Mill. Dioscorea spinosa Burm. Ubium quadrifarium J.F.Gmel.,Dioscoreaceae,https://mpbd.cu.ac.bd/plants.php?pageno=60,2026-09-22T16:27:45.062252+00:00
Dioscorea HISPIDA Dennstedt,Dioscorea daemona Roxb. Dioscorea hirsuta Dennst. Dioscorea triphylla L. Helmia daemona (Roxb.) Kunth Helmia hirsuta (Blume) Kunth,Dioscoreaceae,https://mpbd.cu.ac.bd/plants.php?pageno=60,2026-09-22T16:27:45.062252+00:00
Dioscorea HAMILTONII Hook. f.,Dioscorea persimilis Prain & Burkill Dioscorea persimilis var. pubescens C.T.Ting & M.C.Chang Dioscorea persimilis var. wukangensis Hand.-Mazz. Dioscorea raishaensis Hayata,Dioscoreaceae,https://mpbd.cu.ac.bd/plants.php?pageno=60,2026-09-22T16:27:45.062252+00:00
Dioscorea BULBIFERA L.,Dioscorea crispata Roxb. Dioscorea heterophylla Roxb. Helmia bulbifera (L.) Kunth Polynome bulbifera (L.) Salisb.,Dioscoreaceae,https://mpbd.cu.ac.bd/plants.php?pageno=60,2026-09-22T16:27:45.062252+00:00
Dioscorea BELOPHYLLA (Prain) Haines,Dioscorea nummularia var. belophyllaprain,Dioscoriaceae,https://mpbd.cu.ac.bd/plants.php?pageno=60,2026-09-22T16:27:45.062252+00:00
Dioscorea ALATA L.,Dioscorea javanica Queva Dioscorea purpurea Roxb. Elephantodon eburnea (Lour.) Salisb. Polynome alata (L.) Salisb.,Dioscoreaceae,https://mpbd.cu.ac.bd/plants.php?pageno=60,2026-09-22T16:27:45.062252+00:00
Dimocarpus LONGAN Lamk.,Dimocarpus undulatus Wight Euphoria longana Lam. Euphoria microcarpa Radlk. Nephelium longan (Lour.) Hook.,Sapindaceae,https://mpbd.cu.ac.bd/plants.php?pageno=60,2026-09-22T16:27:45.062252+00:00
Dillenia PENTAGYNA Roxb.,Colbertia augusta Wall. ex G.Don Dillenia augusta Roxb. Dillenia baillonii Pierre ex Laness. Dillenia minor (Zoll. & Moritzi) Gilg,Dilleniaceae,https://mpbd.cu.ac.bd/plants.php?pageno=60,2026-09-22T16:27:45.062252+00:00
Dillenia INDICA L.,Dillenia elongata Miq. Dillenia indica f. elongata (Miq.) Miq.,Dilleniaceae,https://mpbd.cu.ac.bd/plants.php?pageno=60,2026-09-22T16:27:45.062252+00:00
Digera ALTERNIFOLIA Asch.,Digeramuricata(L.) Mart. Digera arvensis Forsk. Achyranthes muricata L.,Amaranthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=61,2026-09-22T16:27:46.588995+00:00
Desmodium TRIFLORUM (L.) DC.,Aeschynomene triflora Poir. Desmodium albiflorum Cordem. Meibomia triflora (L.) Kuntze Nicolsonia triflora Griseb. Pleurolobus triflorus J.ST.-Hil.,Fabeceae,https://mpbd.cu.ac.bd/plants.php?pageno=61,2026-09-22T16:27:46.588995+00:00
Desmodium styracifolium (Osbeck) Merr.,Desmodium retroflexum (L.) DC. Hedysarum capitatum Burm.f. Meibomia capitata (Burm.f.) Kuntze Nicolsonia styracifolia Desv. Uraria retroflexa Drake,Fabeceae,https://mpbd.cu.ac.bd/plants.php?pageno=61,2026-09-22T16:27:46.588995+00:00
Phyllodium PULCHELLUM (L.) Desv.,Desmodium pulchellum (L.) Benth. Dicerma pulchellum (L.) DC. Hedysarum pulchellum L. Meibomia pulchella (L.) Kuntze Zornia pulchella (L.) Pers.,Fabeceae,https://mpbd.cu.ac.bd/plants.php?pageno=61,2026-09-22T16:27:46.588995+00:00
Desmodium HETEROCARPON (L.) A. DC.,Desmodium buergeri Miq. Desmodium toppinii Schindl. Hedysarum polycarpum Poir. Meibomia heterocarpa (L.) Kuntze,Fabeceae,https://mpbd.cu.ac.bd/plants.php?pageno=61,2026-09-22T16:27:46.588995+00:00
Desmodium GANGETICUM (L.) DC.,Aeschynomene maculata (L.) Poir. Desmodium cavaleriei H.Lev. Hedysarum collinum Roxb. Meibomia gangetica (L.) Kuntze Pleurolobus gangeticus J.ST.-Hil.,Fabeceae,https://mpbd.cu.ac.bd/plants.php?pageno=61,2026-09-22T16:27:46.588995+00:00
Derris TRIFOLIATA Lour.,Derris uliginosa Benth. Dalbergia heterophylla Willd. Deguelia trifoliata (Lour.) Taub. Derris affinis Benth. Pterocarpus frutescens Blanco Robinia uliginosa Willd.,Fabeceae,https://mpbd.cu.ac.bd/plants.php?pageno=61,2026-09-22T16:27:46.588995+00:00
Derris ROBUSTA Benth.,Brachypterum platyphyllum Miq Dalbergia robusta DC. Deguelia robusta (Roxb.) Taub. Derris polyphylla (Miq.) Benth. Pterocarpus robusta (Roxb. ex DC.) Kuntze,Fabeceae,https://mpbd.cu.ac.bd/plants.php?pageno=61,2026-09-22T16:27:46.588995+00:00
Derris INDICA (Lamk.) Bennet.,Pongamia pinnata(L.) Pierre. Pongamia glabra Vent.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=61,2026-09-22T16:27:46.588995+00:00
Derris ELLIPTICA Benth.,Cylista piscatoria Blanco Galedupa elliptica Roxb. Millettia piscatoria Merr. Pongamia elliptica Wall.,Fabeceae,https://mpbd.cu.ac.bd/plants.php?pageno=61,2026-09-22T16:27:46.588995+00:00
Dendrophthoe FALCATA (L. f.) Ett.,Dendrophthoe bicolor (Roxb.) Mart. Dendrophthoe cordifolia (Wall.) Mart. Etubila longiflora (Desr.) Raf. Loranthus amplexifolius DC.,Loranthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=62,2026-09-22T16:27:48.116014+00:00
Dendrocalamus STRICTUS (Roxb.) Nees.,Bambos stricta Roxb. Bambusa stricta (Roxb.) Roxb. Dendrocalamus strictus var. prainianus Gamble Nastus strictus (Roxb.) SM.,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=62,2026-09-22T16:27:48.116014+00:00
Daucus CAROTA L.,Caucalis carota (L.) Crantz Daucus alatus Poir. Daucus allionii Link,Apiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=62,2026-09-22T16:27:48.116014+00:00
Datura METEL L.,Brugmansia waymanii Paxton Datura alba Rumph. ex Nees Datura dubia Rich. Datura nigra Hassk.,Solanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=62,2026-09-22T16:27:48.116014+00:00
Dalbergia VOLUBILIS Roxb.,"Amerimnon volubile (Roxb.) Kuntze Dalbergia confertiflora ""Benth. P.P."" Dalbergia purpurea ""Benth. P.P."" Dalbergia volubilis var. volubilis",Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=62,2026-09-22T16:27:48.116014+00:00
Dalbergia STIPULACEA Roxb.,Amerimnon ferrugineum Kuntze Dalbergia ferruginea Roxb. Dalbergia limonensis Benth. Dalbergia stipulaceae Fern.-Vill.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=62,2026-09-22T16:27:48.116014+00:00
Dalbergia SPINOSA Roxb.,Amerimnum horsidum Dennst. Amerimnum spinosum (Roxb.) Kuntze Dalbergia horrida Graham Drepanocarpus spinosus (Roxb.) Kurz,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=62,2026-09-22T16:27:48.116014+00:00
Dalbergia SISSOO Roxb.,Amerimnon sissoo (Roxb.) Kuntze,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=62,2026-09-22T16:27:48.116014+00:00
Dalbergia LATIFOLIA Roxb.,Amerimnon latifolium (Roxb.) Kuntze Dalbergia emarginata Roxb.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=62,2026-09-22T16:27:48.116014+00:00
Dalbergia LANCEOLARIA L.,Amerimnon lanceolarium (L.f.) Kuntze Dalbergia arborea B.Heyne Dalbergia frondosa DC. Dalbergia lanceolaria subsp. lanceolaria,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=62,2026-09-22T16:27:48.116014+00:00
Dactyloctenium AEGYPTIUM (L.) Beauv.,Eleusine aegyptiaca L. Aegilops saccharina Walter Chloris mucronata Michx. Eleusine prostrata Spreng. Rabdochloa mucronata (Michx.) P.Beauv.,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=63,2026-09-22T16:27:49.648749+00:00
Cyperus SCARIOSUS Br.,Cyperus corymbosus var. scariosus (R.BR.) Kük.,Cyperaceae,https://mpbd.cu.ac.bd/plants.php?pageno=63,2026-09-22T16:27:49.648749+00:00
Cyperus ROTUNDUS L.,Chlorocyperus rotundus (L.) Palla Cyperus bicolor Vahl Cyperus hydra Michx. Pycreus rotundus (L.) Hayek Schoenus tuberosus Burm.f.,Cyperaceae,https://mpbd.cu.ac.bd/plants.php?pageno=63,2026-09-22T16:27:49.648749+00:00
Cyperus IRIA L.,Chlorocyperus iria (L.) Rikli Cyperus diaphaniria Steud. Cyperus panicoides Lam. Cyperus santonici Rottb.,Cyperaceae,https://mpbd.cu.ac.bd/plants.php?pageno=63,2026-09-22T16:27:49.648749+00:00
Cyperus ARTICULATUS L.,Chlorocyperus articulatus (L.) Rikli Cyperus borbonicus Steud. Cyperus gymnos Schult. Papyrus pangorei Nees,Cyperaceae,https://mpbd.cu.ac.bd/plants.php?pageno=63,2026-09-22T16:27:49.648749+00:00
Cynometra RAMIFLORA L.,Cynometra bijuga Span. Cynometra hosinoi Kaneh. Cynometra ramiflora var. ramiflora Cynometra whitfordii Elmer Maniltoa carolinensis (Kaneh.) Hosok.,Caesalpinaeae,https://mpbd.cu.ac.bd/plants.php?pageno=63,2026-09-22T16:27:49.648749+00:00
Cynodon DACTYLON (L.)Pers.,Agrostis stellata Willd. Chloris maritima Trin. Cynodon linearis Willd. Digitaria dactylon (L.) Scop. Fibichia umbellata F. Major Beck Milium dactylon (L.) Moench Phleum dactylon (L.) Georgi,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=63,2026-09-22T16:27:49.648749+00:00
Cymbopogon CITRATUS (DC.) Stapf.,Andropogon ceriferus Hack. Andropogon citratus DC. Andropogon fragrans C.Cordem. Andropogon roxburghii Nees ex Steud.,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=63,2026-09-22T16:27:49.648749+00:00
Cymbidium ALOIFOLIUM (L.) Sw.,Aerides borassii Buch.-Ham. ex Sm. Cymbidium simulans Rolfe Epidendrum aloides Curtis Epidendrum aloifolium L.,Orchidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=63,2026-09-22T16:27:49.648749+00:00
Cuscuta REFLEXA Roxb.,Cuscuta elatior Choisy Cuscuta hookeri Sweet Cuscuta megalantha Steud Monogynella reflexa (Roxb.) Holub,Cuscutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=63,2026-09-22T16:27:49.648749+00:00
Cuscuta HYALINA Roth.,Cuscuta arabica Wight Cuscuta boissieri Stocks Cuscuta epitribulum Schinz Cuscuta oxypetala Boiss.,Cuscutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=64,2026-09-22T16:27:51.173496+00:00
Curcuma ZEDOARIA Rosc.,Amomum latifolium Lam. Costus luteus Blanco Curcuma pallida Lour. Erndlia zerumbet Giseke Roscoea nigrociliata Hassk.,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=64,2026-09-22T16:27:51.173496+00:00
Curcuma LONGA L.,Amomum curcuma Jacq. Curcuma soloensis Valeton Stissera curcuma Giseke Stissera curcuma Raeusch.,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=64,2026-09-22T16:27:51.173496+00:00
Curcuma CAESIA Roxb.,Curcuma kuchoor Royle,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=64,2026-09-22T16:27:51.173496+00:00
Curcuma AROMATICA Salisb.,Curcuma wenyujin Y.H.Chen & C.Ling,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=64,2026-09-22T16:27:51.173496+00:00
Curcuma ANGUSTIFOLIA Roxb.,-,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=64,2026-09-22T16:27:51.173496+00:00
Curcuma AMADA Roxb.,Curcuma amada var. glabra Velay. Unnikr. Asha & Maya,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=64,2026-09-22T16:27:51.173496+00:00
Curculigo ORCHIOIDES Gaertn.,Curculigo malabarica Wight Franquevillea major Zoll. ex Kurz Gethyllis acaulis Blanco Hypoxis dulcis Steud. ex Baker,Hypoxidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=64,2026-09-22T16:27:51.173496+00:00
Cuminum CYMINUM L.,Cuminum hispanicum Mérat ex DC. Cuminum odorum Salisb. Cuminum sativum J.SM. Cyminon longeinvolucellatum St.-Lag.,Apiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=64,2026-09-22T16:27:51.173496+00:00
Cullen CORYLIFOLIA (L.) Medic.,Lotodes corylifolia (L.) Kuntze Psoralea corylifolia L. Psoralea patersoniae Schonl. Trifolium unifolium Forssk.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=64,2026-09-22T16:27:51.173496+00:00
Cucurbita MAXIMA Duch.,Cucurbita pileiformis M.Roem. Cucurbita sulcata Blanco Cucurbita turbaniformis M.Roem. Cucurbita zapallito Carrière,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=65,2026-09-22T16:27:52.700631+00:00
Cucumis SATIVUS L.,Cucumis esculentus Salisb. Cucumis rumphii Hassk. Cucumis setosus Cogn. Cucumis vilmorinii Spreng.,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=65,2026-09-22T16:27:52.700631+00:00
Cucumis MELO L.,Cucumis acidus Jacq. Cucumis alba Nakai Ecballium lambertianum M.Roem. Melo cassaba Pangalo,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=65,2026-09-22T16:27:52.700631+00:00
Cryptolepis dubia (Burm.f.) M.R.Almeida,Cryptolepis buchananii Roem. & Schult. Cryptolepis reticulata (Roth) Wall. ex Steud. Nerium reticulatum Roxb.,Asclepiadaceae,https://mpbd.cu.ac.bd/plants.php?pageno=65,2026-09-22T16:27:52.700631+00:00
Cryptocoryne spiralis (Retz.) Fisch. ex Wydler,Ambrosina spirialis (Retz.) Roxb. Arum spirale Retz. Cryptocoryne spiralis var. spiralis Cryptocoryne tortuosa Blatt. & Mccann,Araceae,https://mpbd.cu.ac.bd/plants.php?pageno=65,2026-09-22T16:27:52.700631+00:00
Croton TIGLIUM L.,Croton acutus Thunb. Croton arboreus Shecut Halecus verus Raf. Tiglium officinale Klotzsch,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=65,2026-09-22T16:27:52.700631+00:00
croton PERSIMILIS Müll.Arg.,Croton virbalae M.R.Almeida Oxydectes oblongifolia Kuntze Oxydectes persimilis (Müll.Arg.) Kuntze,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=65,2026-09-22T16:27:52.700631+00:00
Croton CAUDATUS Geisel.,Croton drupaceus Roxb. Croton racemosus Burm.f. Oxydectes caudata (Geiseler) Kuntze Oxydectes denticulata Kuntze,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=65,2026-09-22T16:27:52.700631+00:00
Croton BONPLANDIANUM Baill.,Croton sparsiflorus Morong. Croton pauperulus Müll.Arg. Croton rivinoides Chodat Oxydectes bonplandiana (Baill.) Kuntze Oxydectes pauperula (Müll.Arg.) Kuntze,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=65,2026-09-22T16:27:52.700631+00:00
Crotalaria VERRUCOSA L.,Anisanthera hastata Raf. Crotalaria acuminata (DC.) G.Don Phaseolus bulai Blanco Quirosia anceps Blanco,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=65,2026-09-22T16:27:52.700631+00:00
Crotalaria SPECTABILIS Roth.,Crotalaria altipes Raf. Crotalaria macrophylla Wienmann Crotalaria retzii Hitchc. Crotalaria sericea Retz.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=66,2026-09-22T16:27:54.233815+00:00
Crotalaria RETUSA L.,Crotalaria retusa var. retusa Crotalaria retusifolia Stokes Dolichos cuneifolius Forssk. Lupinus cochinchinensis Lour.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=66,2026-09-22T16:27:54.233815+00:00
Crotalaria PROSTRATA Roxb.,Crotalaria prostrata D.Don Crotalaria prostrata Roxb. Crotalaria prostrata var. prostrata,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=66,2026-09-22T16:27:54.233815+00:00
Crotalaria PALLIDA Ait.,Crotalaria brownei DC. Crotalaria hookeri Arn. Crotalaria latifolia Wight & Arn. Lebeckia rostrata Fenzl,Fabeceae,https://mpbd.cu.ac.bd/plants.php?pageno=66,2026-09-22T16:27:54.233815+00:00
Crotalaria JUNCEA L.,Crotalaria benghalensis Lam. Crotalaria porrecta Wall. Crotalaria sericea Willd. Crotalaria tenuifolia Roxb.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=66,2026-09-22T16:27:54.233815+00:00
Crotalaria CALYCINA Schrank,Crotalaria anthylloides D.Don Crotalaria roxburghiana DC. Crotalaria stricta Roxb.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=66,2026-09-22T16:27:54.233815+00:00
Crotalaria ALBIDA Heyne ex Roth.,-,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=66,2026-09-22T16:27:54.233815+00:00
crotalaria ALATA D.Don,Crotalaria alata H.Lev. Crotalaria bidiei Gamble Crotalaria alata Buch.- Ham. ex Roxb.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=66,2026-09-22T16:27:54.233815+00:00
Crossandra INFUNDIBULIFORMIS (L.) Nees.,Crossandra undulaefolia Salisb. Crossandra axillaris Nees Crossandra nutans Wight ex Nees Harrachia spinosa Hook. ex Nees Justicia infundibuliformis L. Ruellia infundibuliformis (L.) Andrews,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=66,2026-09-22T16:27:54.233815+00:00
Crinum viviparum (Lam.) R.Ansari & V.J.Nair,Amaryllis vivipara Lam. Crinum defixum Ker Gawl. Crinum ensifolium Roxb. Crinum roxburghii Dalzell & A.Gibson,Amaryllidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=66,2026-09-22T16:27:54.233815+00:00
Crinum ASIATICUM L.,Amaryllis carnosa Hook.f. Bulbine asiatica (L.) Gaertn. Crinum anomalum Herb. Crinum cortifolium Hallier f. Lilium pendulum Noronha.,Amaryllidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=67,2026-09-22T16:27:55.763539+00:00
Crateva religiosa G.Forst.,Crateva hansemannii K.Schum. Crateva macrocarpa Kurz Crateva magna (Lour.) DC. Crateva speciosa Volkens,Capparidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=67,2026-09-22T16:27:55.763539+00:00
Crassocephalum CREPIDIOIDES (Benth.) Moore,Crassocephalum crepidioides var. crepidioides Gynura crepidioides Benth. Gynura microcephala Vatke Gynura polycephala Benth.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=67,2026-09-22T16:27:55.763539+00:00
Cheilocostus SPECIOSUS (J.Koenig) C.D.Specht,Amomum arboreum Lour. Costus angustifolius Ker Gawl. Costus speciosus (J.Koenig) SM. Planera speciosa (J.Koenig) Giseke Tsiana speciosa (J.Koenig) J.F.Gmel.,Costaceae,https://mpbd.cu.ac.bd/plants.php?pageno=67,2026-09-22T16:27:55.763539+00:00
Coriandrum SATIVUM L.,Bifora loureiroi Kostel. Coriandrum globosum Salisb. Coriandrum majus Gouan Selinum coriandrum Krause,Apiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=67,2026-09-22T16:27:55.763539+00:00
Cordia DICHOTOMA Forst. f.,Cordia obliqua Willd. Cordia myxa Roxb. Auct. non L. Cordia brownii A.DC. Cordia latifolia Roxb. Cordia tremula Griseb. Gerascanthus dichotomus (G.Forst.) Borhidi Varronia sinensis Lour.,Boraginaceae,https://mpbd.cu.ac.bd/plants.php?pageno=67,2026-09-22T16:27:55.763539+00:00
Corchorus OLITORIUS L.,Corchorus catharticus Blanco Corchorus longicarpus G.Don Corchorus malchairii DE Wild. Corchorus quinquelocularis Moench,Tiliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=67,2026-09-22T16:27:55.763539+00:00
Corchorus FASICULARIS Lamk.,Corchorus brachycarpus Guill. & Perr.,Tiliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=67,2026-09-22T16:27:55.763539+00:00
Corchorus CAPSULARIS L.,Corchorus cordifolius Salisb.,Tiliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=67,2026-09-22T16:27:55.763539+00:00
Commiphora madagascariensis Jacq.,Amyris agallocha Roxb. Balsamea agallocha Baill. Balsamea roxburghii Engl. Balsamodendrum roxburghii Arn.,Burseraceae,https://mpbd.cu.ac.bd/plants.php?pageno=67,2026-09-22T16:27:55.763539+00:00
Commelina SUFFRUTICOSA Bl.,Commelina rugulosa C.B.Clarke Commelina simsonii C.B.Clarke Spathodithyros suffruticosus (Blume) Hassk.,Commelinaceae,https://mpbd.cu.ac.bd/plants.php?pageno=68,2026-09-22T16:27:57.298302+00:00
Commelina PALUDOSA Bl.,Commelina obliqua Buch.-Ham. Commelina donii A.Dietr. Commelina paludosa f. pedunculata Qaiser & Jafri,Commelinaceae,https://mpbd.cu.ac.bd/plants.php?pageno=68,2026-09-22T16:27:57.298302+00:00
Commelina DIFFUSA Burm. f.,Commelina agraria Kunth Commelina aquatica J.K.Morton Commelina formosa Graham Commelina prostrata Kunth,Commelinaceae,https://mpbd.cu.ac.bd/plants.php?pageno=68,2026-09-22T16:27:57.298302+00:00
Commelina BENGHALENSIS L.,Commelina cucullata L. Commelina hirsuta R.Br. Commelina nervosa Burm.f. Commelina turbinata Vahl,Commelinaceae,https://mpbd.cu.ac.bd/plants.php?pageno=68,2026-09-22T16:27:57.298302+00:00
Colocasia ESCULENTA (L.) Schott.,Arum esculentum L. Alocasia illustris W.Bull Arum chinense L. Calla virosa Roxb. Caladium esculentum (L.) Vent. Colocasia vulgaris Raf. Leucocasia esculenta (L.) Nakai,Araceae,https://mpbd.cu.ac.bd/plants.php?pageno=68,2026-09-22T16:27:57.298302+00:00
Colocasia AFFINIS Schott.,Alocasia jenningsii Veitch Colocasia affinis var. jenningsii (Veitch) Engl. Colocasia bicolor C.L.Long & L.M.Cao,Araceae,https://mpbd.cu.ac.bd/plants.php?pageno=68,2026-09-22T16:27:57.298302+00:00
Plectranthus amboinicus (Lour.) Spreng.,Coleus amboinicus Lour. Coleus carnosus Hassk. Majana suganda (Blanco) Kuntze Ocimum vaalae Forssk.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=68,2026-09-22T16:27:57.298302+00:00
Coix LACHRYMA - JOBI L.,Coix agrestis Lour. Coix exaltata Jacq. Coix pumila Roxb. Lithagrostis lacryma-jobi (L.) Gaertn.,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=68,2026-09-22T16:27:57.298302+00:00
Cocos NUCIFERA L.,Calappa nucifera (L.) Kuntze Cocos indica Royle Cocos nana Griff. Cocos nucifera var. synphyllica Becc.,Arecaceae,https://mpbd.cu.ac.bd/plants.php?pageno=68,2026-09-22T16:27:57.298302+00:00
Cocculus HIRSUTUS (L.) W.Theob.,Cebatha hirsuta (L.) Kuntze Cocculus hirsutus (L.) Diels Cocculus villosus DC. Menispermum hirsutum L.,Menispermaceae,https://mpbd.cu.ac.bd/plants.php?pageno=68,2026-09-22T16:27:57.298302+00:00
Coccinia GRANDIS (L.) Voigt.,Coccinea cordifolia(L.) Cogn. Coccinea indica Wight & Arn. Cephalandra indica Naud. Bryonia grandis L. Cephalandra grandis Kurz Cucumis pavel Kostel. Momordica bicolor Blume,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=69,2026-09-22T16:27:58.827647+00:00
Clitoria TARNETEA L.,Clitoria albiflora Mattei Lathyrus spectabilis Forssk. Nauchea ternatea (L.) Descourt. Ternatea vulgaris Kuntze,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=69,2026-09-22T16:27:58.827647+00:00
Clerodendrum laevifolium Blume.,Clerodendrum ellipticum Zipp. ex Span. Clerodendrum wallichii Merr. Clerodendrum nutansWall. ex G. Don.,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=69,2026-09-22T16:27:58.827647+00:00
Clerodendrum INFORTUNATUM L.,Clerodendrum calycinum Turcz. Ovieda infortunata (L.) Baill. Clerodendrum viscosum Vent.,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=69,2026-09-22T16:27:58.827647+00:00
