plant_index,compound_name_original,pubchem_cid_original,match_type,drop_reason
27,N-Methyl-à-diMethylThioPropylamide,,no_match,unresolved_script01_no_match
27,"Octadecanoic acid, 2-hydroxy-1,3propanediyl ester",,no_match,unresolved_script01_no_match
27,"Octane, 1,10-oxybis-",,no_match,unresolved_script01_no_match
27,"Propane, 2?methoxy?2?rnethyl?",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
27,"Propanoic acid, 2-methyl-3-[4-tbutyl]phenyl-",,no_match,unresolved_script01_no_match
27,"Pyrrolo[3,2-k]anthracene4,6-diol, 3-methoxy4b,5,6,7,8,9,10,11,11a,12decahydro-11-methyl-",,no_match,unresolved_script01_no_match
27,"Silane, [{1,1?dimethy1?2?propenyl) oxy] dimethyl?",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
27,Tetra acetyl-d-xylonic nitrile,,no_match,unresolved_script01_no_match
27,"beta?1?Arabinopyranoside, methyl",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
28,ketol-nonadecan-7-ol-2-one,,no_match,unresolved_script01_no_match
38,"(2S,4aS,8aS)-6-(2-hydroxypropan-2-yl)-8a-methyl-4-methylidene-1,2,3,4a,5,6,7,8-octahydronaphthalen-2-ol",,no_match,unresolved_script01_no_match
38,O-Acetyloleanolic aldehyde,,no_match,unresolved_script01_no_match
38,Pterocarpdiolone,,no_match,unresolved_script01_no_match
38,Pterocarptriol,,no_match,unresolved_script01_no_match
43,(24S)-stigmast-5-ene7?-ethoxy-3?-ol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
43,"2,3-(S)-hexahydroxydiphenoyl-?/ ? ?? ? ?-d-glucose",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
43,"2-hydroxy-3-oxo-24-noroleana- 1,4,12-trien-28-oic acid",,no_match,unresolved_script01_no_match
43,"2?,3?,24-trihydroxylup-20(29)-ene-28-oic acid",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
43,"2?,3?,24-trihydroxyolean-18-ene-28-oic acid",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
43,"3,32-di-O-methylellagic acid",,no_match,unresolved_script01_no_match
43,"3,4,32-tri-O-methylellagic acid",,no_match,unresolved_script01_no_match
43,3-O-methyl-ellagic acid 42-sulfate,,no_match,unresolved_script01_no_match
43,31-methylenecycloartanol acetate,,no_match,unresolved_script01_no_match
43,31-norlargerenol acetate,,no_match,unresolved_script01_no_match
43,3?-hydroxy1-oxo-olean-12-en-28-oic acid,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
43,4-0 methyl gallic acid,,no_match,unresolved_script01_no_match
43,"5?,6?-epoxy3?-hydroxyergosta-22-ene-7-one",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
43,"6?-methoxyergosta- 7,9(11),22-triene-3?,5?-diol",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
43,"7?-methoxy 5?,6?-epoxyergosta-8(14),22-diene-3?-ol",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
43,7?-methoxy-stigmast-5-ene-3?-ol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
43,Epipunicacortein A,,no_match,unresolved_script01_no_match
43,Flosin B,,no_match,unresolved_script01_no_match
43,Lagerstroemin,,no_match,unresolved_script01_no_match
43,Largerenol acetate,,no_match,unresolved_script01_no_match
43,Pentacylic triterpenes,,no_match,unresolved_script01_no_match
43,Reginin A,,no_match,unresolved_script01_no_match
43,Tinotufolins C,,no_match,unresolved_script01_no_match
43,Tinotufolins D,,no_match,unresolved_script01_no_match
43,"ergosta8(14),22-diene-3?,5?,6?,7?-tetraol",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
43,psiguanin,,no_match,unresolved_script01_no_match
43,punicaone,,no_match,unresolved_script01_no_match
43,stigmast-4-ene-6?-ol-3-one,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
49,4-(5-Methyl-2-furyl)-3-buten-2-one,,no_match,unresolved_script01_no_match
59,(S)-4-(p-Tolyl)valeraldehyde,,no_match,unresolved_script01_no_match
59,(Z)-gamma-Curcumen-12-ol,,no_match,unresolved_script01_no_match
59,Acetyldihydroalbene,,no_match,unresolved_script01_no_match
59,Bisabolenol D,,no_match,unresolved_script01_no_match
59,Cyclosantalal,,no_match,unresolved_script01_no_match
61,Toluidine,,no_match,unresolved_script01_no_match
61,kamalachalcone E,,no_match,unresolved_script01_no_match
68,"(1S,2S,6S,7R,8R)-1,3-dimethyl-8-propan-2-yltricyclo[4.4.0.02,7]dec-3-ene",,no_match,unresolved_script01_no_match
68,(E)-?-Farnesene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,"1,2-Cyclohexanediol, 1-methyl-4-(1-methylethenyl)",,no_match,unresolved_script01_no_match
68,1-beta-pinene,,no_match,unresolved_script01_no_match
68,2''-O-Xylosylvitexin,,no_match,unresolved_script01_no_match
68,"2,6-Octadienal, 3,7-dimethyl, (Z)",,no_match,unresolved_script01_no_match
68,"2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl), cis",,no_match,unresolved_script01_no_match
68,3-methylidenecyclobutanecarbonitrile,,no_match,unresolved_script01_no_match
68,?-Bisabolene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-Bisabolol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-Elemene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-Santalene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-Thujene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-bergamotene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-bisabolene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-humulene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-myrcene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-phellandrene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-pinene5.278,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-pinene6.607,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-terpinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,?-thujone,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,"Acetic acid 3-(3,4,5-trimethoxyphenyl)propyl ester",,no_match,unresolved_script01_no_match
68,Alkanes,,no_match,unresolved_script01_no_match
68,Artesin[sesquiterpene],,no_match,unresolved_script01_no_match
68,Cis-?-Ocimene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,E-Citral,,no_match,unresolved_script01_no_match
68,Monoterpenes,,no_match,unresolved_script01_no_match
68,Oxygenated,,no_match,unresolved_script01_no_match
68,cis- Limonene oxide,,no_match,unresolved_script01_no_match
68,cis-?-Bergamotene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,cis-?-Bisabolene 1,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,terpenes,,no_match,unresolved_script01_no_match
68,trans- Limonene oxide,,no_match,unresolved_script01_no_match
68,trans-?-Bergamotene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,trans-?-Ocimene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
68,tri-cyclen,,no_match,unresolved_script01_no_match
74,(E)- ? -Ocimene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,(E)- Amyl-Cinnamaldehyde,,no_match,unresolved_script01_no_match
74,(E)-?-Ocimene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,(Z)- ? -Ocimene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,1.8-Cineol,,no_match,unresolved_script01_no_match
74,2-Caren-10-al,,no_match,unresolved_script01_no_match
74,5-neo-Cedranol,,no_match,unresolved_script01_no_match
74,? -Cadinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,? -Phellandrene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,? -Terpinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,? -Terpineol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Bisabolol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Bourbonene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Cadinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Cadinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Caryophyllene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Copaene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Cubebene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Cubebene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Duprezianene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Elemene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Farnesene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Guaiene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Muurolene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Myrcene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Phellandrene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Phellandrene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Pinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Selinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Terpinolene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Thujaplicin,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-Thujene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-terpinen -7- al,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,?-terpinen-7-al,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
74,D Germacrene,,no_match,unresolved_script01_no_match
74,P-Methoxy allyl benzene,,no_match,unresolved_script01_no_match
74,"Pentyl-Cyclohexa-1,3-diene",,no_match,unresolved_script01_no_match
74,Perilla-aldehyde,,no_match,unresolved_script01_no_match
74,Perillaalcohol,,no_match,unresolved_script01_no_match
74,Perillaaldehyde,,no_match,unresolved_script01_no_match
74,Tarragon,,no_match,unresolved_script01_no_match
74,Trans Dihydro Carvone,,no_match,unresolved_script01_no_match
74,cis-Verbénol,,no_match,unresolved_script01_no_match
74,gamma-Terpinene-7-al,,no_match,unresolved_script01_no_match
75,10-R-Acetoxy-11-Hydroxyumbelliprenin,,no_match,unresolved_script01_no_match
75,2-Butyl Vinyl Disulfide,,no_match,unresolved_script01_no_match
75,Epi-Conferodine,,no_match,unresolved_script01_no_match
75,Liprenin,,no_match,unresolved_script01_no_match
75,Tadshiferin,,no_match,unresolved_script01_no_match
75,foetithiophenes C,,no_match,unresolved_script01_no_match
75,foetithiophenes D,,no_match,unresolved_script01_no_match
75,foetithiophenes E,,no_match,unresolved_script01_no_match
75,foetithiophenes F,,no_match,unresolved_script01_no_match
77,"(10S,22R,23R,24S)-4-methyl-9-oxa-4,13-diazahexacyclo[11.6.5.01,24.06,22.010,23.014,19]tetracosa-6,14,16,18-tetraene-12,20-dione",,no_match,unresolved_script01_no_match
77,"1-[(12S,13R,14R,19R,21S)-14-hydroxy-15-oxa-1,11-diazahexacyclo[16.3.1.04,12.04,21.05,10.013,19]docosa-5,7,9,17-tetraen-11-yl]ethanone",,no_match,unresolved_script01_no_match
77,Henningsamine,,no_match,unresolved_script01_no_match
77,Polyneuridine,,no_match,unresolved_script01_no_match
85,Dihydrosolasodine,,no_match,unresolved_script01_no_match
85,Indioside A,,no_match,unresolved_script01_no_match
92,"(E)-2,3-dihydrofarnesyl acetate",,no_match,unresolved_script01_no_match
92,Biclyclogermacrene,,no_match,unresolved_script01_no_match
92,Cis-2-tert-butyl cyclohexanol acetate,,no_match,unresolved_script01_no_match
92,p-Mentha-1-en-al,,no_match,unresolved_script01_no_match
93,"(E)-2,6,10,15,19,23-Hexamethyl-2,6,10,14,18,22-tetracosa-hexane",,no_match,unresolved_script01_no_match
94,"(1S,3R,6S,7S,8R,11S,12S,15R,16R)-6-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3R,4S,5S,6S)-3,4,5-trihydroxy-6-methoxycarbonyloxan-2-yl]oxyoxan-2-yl]oxy-7,12,16-trimethyl-15-[(1S)-1-[(2S)-5-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]pentacyclo[9.7.0.01,3.03,8.012,16]octadecane-7-carboxylic acid",,no_match,unresolved_script01_no_match
95,"1,2-Benzenedicarboxylic acid, diundecanol",,no_match,unresolved_script01_no_match
95,"3, 4-Dibrom-1, 1, 1-Triflour-2",,no_match,unresolved_script01_no_match
95,4-(1E)-3-Hydroxy-1-propenyl,,no_match,unresolved_script01_no_match
95,"4α-Methyl-1-methylidene-1,2,3,4,4a,9,10,10a-octahydrophenanthrene",,no_match,unresolved_script01_no_match
95,"5, 19 cyclo 5a androst 6 ene 3, 17 dione",,no_match,unresolved_script01_no_match
95,"9,19-Cyclo-9a-lanostane3a,25-diol",,no_match,unresolved_script01_no_match
95,?-cineole,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
95,??glucopyranoside,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
95,"Benzene-1, methyl-4-1,2,2 trimethylcyclo",,no_match,unresolved_script01_no_match
95,"Octadecanoic acid, 9,10-epoxy-18-(trimethyl)-, methyl ester, cis-",,no_match,unresolved_script01_no_match
95,Quercetin-3?O??-rhamnopyranosyl,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
95,glucovanilloyl glucose,,no_match,unresolved_script01_no_match
95,hexadectonic acid,,no_match,unresolved_script01_no_match
95,p???D-glucosycoxybenozoic acid,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
100,?-spinasterone,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
100,Acacidiol,,no_match,unresolved_script01_no_match
104,Andrachamine,,no_match,unresolved_script01_no_match
104,Andrachcine,,no_match,unresolved_script01_no_match
104,Saponin A,,no_match,unresolved_script01_no_match
114,( Z)-?-Ocimene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,(E)-?-Ocimene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,(E)-?-Ocimene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,(Z)-?-Ocimene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,"3,6-Octadecadienoic Acid, Methyl Ester",,no_match,unresolved_script01_no_match
114,?-Caryophyllene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,?-Cubebene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,?-Duprezianene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,?-Elemene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,?-Humulene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,?-Ionone,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,?-Phellandrene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,?-Phellandrene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,?-Pinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,?-Terpinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,?-Terpineol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,?-Terpinyl isobutyrate,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,?-Thujene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
114,"Menthol, 1'-(butyn-3-one-1-yl)-, (1R,2S,5R)",,no_match,unresolved_script01_no_match
114,Shahidine,,no_match,unresolved_script01_no_match
114,Thuj-3-en-10-al,,no_match,unresolved_script01_no_match
192,(E)-4-Hydroxy-2-methyl-pent-2 -enoic acid,,no_match,unresolved_script01_no_match
192,"1,2,3,4,6-Penta-O-galloyl-B-D-Glc",,no_match,unresolved_script01_no_match
192,"1,2,3,4,6-Penta-Ogalloyl-?-D-glucose",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
192,"1,3,4,6-Tetra-O-galloyl-B-D-Glc",,no_match,unresolved_script01_no_match
192,"1,3-Dioxolo[4,5-c]acridin-6(11 H)-one, 5- ethoxy-4-methoxy-11-methyl",,no_match,unresolved_script01_no_match
192,"1,6-Di-O-galloyl-B-D-Glc",,no_match,unresolved_script01_no_match
192,"2-Acetoxy-3,3-dimethyl-2-(3-oxo-but-1-enyl)-Cyclobutane carboxylic acid, methyl ester",,no_match,unresolved_script01_no_match
192,"2-Buten-1-one, 1-(6,7,7-trimethyl-2,3-dioxabicyclo[2.2.2]oct-5-en-1-yl)-, [1R-[1à(E),4á]]-",,no_match,unresolved_script01_no_match
192,2-fluoroisoproterenol,274777717,CID-based,empty_smiles
192,"3' -O-Methyl-4-O-(3'',4''-di-O-galloyl-?-L-rhamnopyranosyl)ellagic acid",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
192,3'-O-Methyl-4-0-(B-D-xylopyranosyl)ellagic acid,,no_match,unresolved_script01_no_match
192,"3'-O-Methyl-4-0-(n""-O-galloyl-?-D-xylopyranosyl)ellagic acid (n=2, 3, or 4)",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
192,"3(5ethylhexahydro2,4,6trioxo5pyrimidinyl)-1,1-di methylpropyl-2,3,4trisO(trimethylsilyl), methyl ester",,no_match,unresolved_script01_no_match
192,"3,3'-Di-O-methyl-4-0-(B-D-xylopyranosyl)ellagic acid",,no_match,unresolved_script01_no_match
192,"3,3'-Di-O-methyl-4-0-(n""-O-galloyl-B-D- xylopyranosyl)ellagic acid (n = 2, 3, or 4)",,no_match,unresolved_script01_no_match
192,"3,4,5 tris (trimethylsiloxyl) benzoic acid",,no_match,unresolved_script01_no_match
192,"3,4,5-Tri-0-galloyl-(3R,4S,5R)-shikimic acid",,no_match,unresolved_script01_no_match
192,"3,4,5-Trimethoxy-á-methyl-á-nitrostyrene",,no_match,unresolved_script01_no_match
192,"3,4,6-Tri-O-galloyl-B-D-Glc",,no_match,unresolved_script01_no_match
192,"3,4,6-tri-O-galloyl-?-d-Glc",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
192,"3,4-didehydro-1,1',2,2'-Tetrahydrol' hydroxylmethoxy",,no_match,unresolved_script01_no_match
192,3-0-Methyl ellagic acid,,no_match,unresolved_script01_no_match
192,"4-0-(3,4-di-O-Galloyl-2-1-rhamnopyranosyl)ellagic acid",,no_match,unresolved_script01_no_match
192,"4-0-(4""-0-Galloyl-a-1-rhamnopyranosyl)ellagic acid",,no_match,unresolved_script01_no_match
192,4-Hydroxy-à-bromoethylphenone,,no_match,unresolved_script01_no_match
192,"4-Normethy-19,19-cyclolanoststan-7-one 3-acetoxy",,no_match,unresolved_script01_no_match
192,"4-O-(3'',4''-Di-O-galloyl-?-L-rhamnopyranosyl)ellagic acid",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
192,4-O-(4''-O-Galloyl- ?-L-rhamnopyranosyl)ellagic acid,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
192,4-Piperidineacetic acid 1-acetyl-5-ethyl-2[3-(2-hydroxyethyl)-1H-indol-2-yl] -a-methyl-methyl ester,,no_match,unresolved_script01_no_match
192,"5,10-Pentadecadienoic acid, (E,Z)-",319419221,CID-based,empty_smiles
192,"5a-pregnan3,20a-diol, 14a, 18a-(4-methyl-3-oxa (1-oxa-4-azabutane-1,4-diyl) -diacetate",,no_match,unresolved_script01_no_match
192,"6,7-Dihydroxanthotoxin",,no_match,unresolved_script01_no_match
192,"9-Azabicyclo[3.3.1]non-2-ene9-carboxylic acid, 6- (acetyloxy)-, ethyl ester, endo",,no_match,unresolved_script01_no_match
192,Arjunglucoside-III,275187408,CID-based,empty_smiles
192,Arjunglucoside-l,,no_match,unresolved_script01_no_match
192,Bellericoside,273779104,CID-based,empty_smiles
192,"But-2-endiamide, N,N'-bis (4-methoxy phenyl)-",,no_match,unresolved_script01_no_match
192,"Cyclobutaneethanol, á-methylene",249948006,CID-based,empty_smiles
192,"Cyclohexane, 1,1'-[1,2-bis(1,1-dimethylethyl )-1,2- ethanediyl]bis-, (R*,R*)-(ñ)-",249921609,CID-based,empty_smiles
192,"Cyclooctanemethanol, à,à-dimethyl",249924990,CID-based,empty_smiles
192,"Cyclopentancundecanoic acid, methyl ester",,no_match,unresolved_script01_no_match
192,"Diazene, 1-cyclopentyl-2-methoxy-, 1-oxide",249929455,CID-based,empty_smiles
192,Ibogamin-9(17H)-o,,no_match,unresolved_script01_no_match
192,Kaempferol-3-0-rutinoside,,no_match,unresolved_script01_no_match
192,Methyl (S)-flavogallonate,,no_match,unresolved_script01_no_match
192,"Methyl 7-(2,4,6 trimethylphenyl)-5H furo (2,3c)thiopyran-4-corboxylate",,no_match,unresolved_script01_no_match
192,"Psi-Carotene, 3,4-didehydro-1,2-dihydro-1,2-dihydroxy-[2R]",,no_match,unresolved_script01_no_match
192,"a-D-Glucopyranose,1,2,3,4- tetrakis(3,4,5-trihydroxybenzoate)",,no_match,unresolved_script01_no_match
192,áDGlucopyranosiduronic acid,473055195,CID-based,empty_smiles
195,Arjunolone,,no_match,unresolved_script01_no_match
195,Arjunoside II,,no_match,unresolved_script01_no_match
195,"[(10R,11R)-10-[(15S,19S)-2,3,4,7,8,9,19-heptahydroxy-12,17-dioxo-13,16-dioxatetracyclo[13.3.1.05,18.06,11]nonadeca-1,3,5(18),6,8,10-hexaen-14-yl]-3,4,5,17,18,19-hexahydroxy-8,14-dioxo-9,13-dioxatricyclo[13.4.0.02,7]nonadeca-1(19),2,4,6,15,17-hexaen-11-yl] 3,4,5-trihydroxybenzoate",,no_match,unresolved_script01_no_match
196,"7,4'-Dihydroxy-3',5'-dimethoxyisoflavone",,no_match,unresolved_script01_no_match
196,Purpurenone,,no_match,unresolved_script01_no_match
196,Purpurin A,,no_match,unresolved_script01_no_match
196,Purpurin B,,no_match,unresolved_script01_no_match
196,Tephroglabrin,,no_match,unresolved_script01_no_match
196,"[(12S,15R,16R)-14,14-dimethyl-6-oxo-4-phenyl-3,11,13-trioxatetracyclo[8.6.0.02,7.012,16]hexadeca-1(10),2(7),4,8-tetraen-15-yl] acetate",,no_match,unresolved_script01_no_match
196,beta-Hydroxychalcone,,no_match,unresolved_script01_no_match
218,Hernandolinol,,no_match,unresolved_script01_no_match
218,Stephasubine,,no_match,unresolved_script01_no_match
218,"[(1S,8S,10S,11R,13S)-3-hydroxy-4,11,12-trimethoxy-18-oxa-17-azapentacyclo[8.4.3.18,11.01,10.02,7]octadeca-2(7),3,5-trien-13-yl] (E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoate",,no_match,unresolved_script01_no_match
272,"(1R,2R,4S,5R)-6-[(2S,3S,4R,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclohexane-1,2,3,4,5-pentol",,no_match,unresolved_script01_no_match
272,"magnesium;methyl (3R,21S,22S)-16-ethenyl-11-ethyl-12,17,21,26-tetramethyl-4-oxo-22-[3-oxo-3-[(E,7S,11R)-3,7,11,15-tetramethylhexadec-2-enoxy]propyl]-23,25-diazonia-7,24-diazanidahexacyclo[18.2.1.15,8.110,13.115,18.02,6]hexacosa-1(23),2(6),5(26),8,10(25),11,13,15,17,19-decaene-3-carboxylate",,no_match,unresolved_script01_no_match
278,(16S)-Sarpagan-17-ol,,no_match,unresolved_script01_no_match
278,"(1R,12S,13R,14R,15E)-15-ethylidene-13-(hydroxymethyl)-3,17-diazapentacyclo[12.3.1.02,10.04,9.012,17]octadeca-2(10),4(9),5,7-tetraene-1,7-diol",,no_match,unresolved_script01_no_match
278,12-Hydroxyajmaline,,no_match,unresolved_script01_no_match
278,18-Hydroxyepialloyohimbine,,no_match,unresolved_script01_no_match
278,"3,4,5,6-Tetradehydroyohimbine",,no_match,unresolved_script01_no_match
278,3-Oxorhazinilam,,no_match,unresolved_script01_no_match
278,6alpha-Hydroxyraumacline,,no_match,unresolved_script01_no_match
278,"Ajmalan-17-ol, 19,20-didehydro-, (17R,19E)-(9CI)",,no_match,unresolved_script01_no_match
278,Ajmalicidine,,no_match,unresolved_script01_no_match
278,Ajmalinimine,,no_match,unresolved_script01_no_match
278,Geissoschizol,,no_match,unresolved_script01_no_match
278,Isosandwicine,,no_match,unresolved_script01_no_match
278,Oleoresin tumeric,,skipped_nonspecific,unresolved_script01_skipped_nonspecific
278,Raupine,,no_match,unresolved_script01_no_match
278,"[(1R,10S,12R,13E,14R,16S,17S,18R)-13-ethylidene-14-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate",,no_match,unresolved_script01_no_match
278,"[(1R,10S,12R,13E,16S,17S,18R)-13-ethylidene-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate",,no_match,unresolved_script01_no_match
278,"[(1R,10S,12R,13R,14S,16S,17S,18R)-13-formyl-14-methyl-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate",,no_match,unresolved_script01_no_match
278,"[(1R,9R,10S,12R,13S,14R,16S,17R,18R)-13-ethyl-14-hydroxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-trien-18-yl] acetate",,no_match,unresolved_script01_no_match
278,"[(1R,9R,10S,12R,13S,14R,16S,17S,18R)-13-ethyl-14-hydroxy-8-methyl-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-trien-18-yl] 3,4,5-trimethoxybenzoate",,no_match,unresolved_script01_no_match
283,"1,2,4,6-Tetragalloylglucose",,no_match,unresolved_script01_no_match
287,"(1R,4S)-1,6-dimethyl-4-propan-2-yl-1,2,3,4,4a,7-hexahydronaphthalene",,no_match,unresolved_script01_no_match
287,"(1R,4Z,9R)-4,11,11-Trimethyl-8-methylenebicyclo[7.2.0]undec-4-ene",,no_match,unresolved_script01_no_match
287,"(1S,2S,20S,42S,46R)-7,8,9,12,13,14,25,26,27,30,31,32,35,36,37-pentadecahydroxy-46-[(2R,3R)-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-6-yl]-3,18,21,41,43-pentaoxanonacyclo[27.13.3.138,42.02,20.05,10.011,16.023,28.033,45.034,39]hexatetraconta-5,7,9,11,13,15,23,25,27,29(45),30,32,34(39),35,37-pentadecaene-4,17,22,40,44-pentone",,no_match,unresolved_script01_no_match
287,"(1S,2S,6S,7R,8R)-1,3-dimethyl-8-propan-2-yltricyclo[4.4.0.02,7]dec-3-ene",,no_match,unresolved_script01_no_match
287,"(1S,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene",,no_match,unresolved_script01_no_match
287,"(2E,6E)-2,6-dimethyl-8-(oxan-2-yloxy)octa-2,6-dienal",,no_match,unresolved_script01_no_match
287,(3E)-3-Ethylidene-1-cycloheptene,,no_match,unresolved_script01_no_match
